aletrnatif,longitude,latitude,jumlah_atraksi,jumlah_penduduk,indeks_pendapatan,harga_tanah
8483,-118.49,34.43,15,8244,5.4829,199600
8484,-118.49,34.42,23,4166,4.4107,213400
8485,-118.49,34.31,25,1024,7.0598,356300
8486,-118.49,34.29,26,4516,9.2873,431800
8487,-118.49,34.28,31,3508,6.6458,285500
8488,-118.49,34.28,27,2535,6.8695,319400
8489,-118.49,34.27,34,4877,5.5714,225900
8490,-118.49,34.27,33,3047,4.58,236200
8491,-118.49,34.26,27,2722,4.6591,239900
8492,-118.49,34.26,25,8389,3.5497,261300
8493,-118.49,34.25,33,2088,4.3333,232900
8494,-118.49,34.25,30,2871,5.0232,253900
8495,-118.49,34.25,28,4054,5,258000
8496,-118.49,34.24,35,2707,5.2939,244200
8497,-118.49,34.24,34,1971,6.0965,262300
8498,-118.49,34.23,32,4373,5.2668,242300
8499,-118.49,34.22,30,1756,5.0325,238200
8500,-118.49,34.21,25,1131,1.3565,225000
8501,-118.49,34.2,35,1109,5.2118,215800
8502,-118.49,34.19,23,2087,3.1667,202000
8503,-118.49,34.18,31,3073,4.8984,311700
8504,-118.49,34.16,37,3333,6.4958,500001
8505,-118.49,34.15,33,2829,10.3587,500001
8506,-118.49,34.14,28,3539,10.6796,500001
8507,-118.49,34.13,24,4394,11.2979,500001
8508,-118.49,34.11,27,6603,13.2935,500001
8509,-118.49,34.07,36,2929,13.5728,500001
8510,-118.49,34.06,42,2861,15.0001,500001
8511,-118.49,34.05,52,2416,13.8556,500001
8512,-118.49,34.05,45,1346,7.0285,500001
8513,-118.49,34.05,42,1918,15.0001,500001
8514,-118.49,34.04,50,2597,13.3036,500001
8515,-118.49,34.04,48,2381,8.0257,500001
8516,-118.49,34.04,31,4066,4.8125,500001
8517,-118.49,34.03,32,3851,4.5208,442100
8518,-118.49,34.03,31,4949,4.252,436700
8519,-118.49,34.03,31,3155,3.6769,450000
8520,-118.49,34.02,30,2075,3.1635,366700
8521,-118.49,34.02,29,2709,3.1563,330000
8522,-118.49,34.02,28,2545,2.9125,475000
8523,-118.49,34.02,28,1394,1.5132,450000
8524,-118.49,34.02,27,4725,4.1365,470800
8525,-118.49,34.01,28,651,1.9722,500001
8526,-118.49,34,32,3407,3.0369,500001
8527,-118.5,35.7,18,3303,1.5957,101400
8528,-118.5,34.52,3,6577,5.9263,251800
8529,-118.5,34.46,17,10267,5.5061,239400
8530,-118.5,34.45,25,1290,6.0097,220200
8531,-118.5,34.27,35,2235,4.869,221600
8532,-118.5,34.25,32,2411,6.155,257300
8533,-118.5,34.25,32,2333,4.8164,241100
8534,-118.5,34.23,26,3082,4.5167,319000
8535,-118.5,34.21,36,1656,5.5675,215900
8536,-118.5,34.21,36,1254,4.9643,236100
8537,-118.5,34.21,35,1668,4.5125,200300
8538,-118.5,34.2,42,1558,2.2304,203800
8539,-118.5,34.19,35,2720,5.0796,228300
8540,-118.5,34.15,33,3104,13.4196,500001
8541,-118.5,34.05,36,4152,15.0001,500001
8542,-118.5,34.04,52,2233,8.3839,500001
8543,-118.5,34.03,52,1711,7.7572,500001
8544,-118.5,34.03,52,1506,7.8705,500001
8545,-118.5,34.03,44,2146,6.48,500001
8546,-118.5,34.03,32,6365,3.6451,383300
8547,-118.5,34.02,35,2914,2.9934,350000
8548,-118.5,34.02,24,2924,2.775,291700
8549,-118.5,33.99,22,3484,3.2609,500001
8550,-118.5,33.97,52,709,2.2643,350000
8551,-118.5,33.97,29,2737,5.128,500001
8552,-118.51,35.16,7,4371,4.625,136800
8553,-118.51,34.43,15,8510,6.1082,253700
8554,-118.51,34.3,24,6145,7.5078,344000
8555,-118.51,34.29,29,1287,6.4171,319300
8556,-118.51,34.28,34,3580,5.4065,243800
8557,-118.51,34.28,29,4239,6.3911,301700
8558,-118.51,34.27,36,2276,4.1042,252100
8559,-118.51,34.27,34,3787,4.055,222500
8560,-118.51,34.25,24,4338,8.8612,500001
8561,-118.51,34.24,31,5297,8.6454,483500
8562,-118.51,34.23,36,3324,7.2772,477200
8563,-118.51,34.22,36,2794,4.3462,222100
8564,-118.51,34.22,36,1952,4.185,209200
8565,-118.51,34.21,36,2396,4.7,223600
8566,-118.51,34.2,35,1614,4.1806,209000
8567,-118.51,34.2,33,2327,4.2344,262500
8568,-118.51,34.19,35,2537,5.3028,229200
8569,-118.51,34.18,37,1893,4.8036,295300
8570,-118.51,34.17,31,3252,3.1885,219000
8571,-118.51,34.16,23,11154,5.4609,500001
8572,-118.51,34.14,28,6748,12.8879,500001
8573,-118.51,34.11,29,9013,13.947,500001
8574,-118.51,34.04,38,4715,10.1882,500001
8575,-118.51,34.03,37,4072,3.8571,500001
8576,-118.51,34,52,1241,2.3098,500001
8577,-118.51,33.98,40,1901,2.3417,425000
8578,-118.52,34.46,5,15341,6.1281,236200
8579,-118.52,34.44,26,934,5.3209,185000
8580,-118.52,34.4,5,7748,5.305,311200
8581,-118.52,34.39,21,5477,3.6625,228100
8582,-118.52,34.36,5,4222,5.8703,500001
8583,-118.52,34.32,18,7498,8.1248,374000
8584,-118.52,34.3,17,4542,8.8467,450700
8585,-118.52,34.29,28,2272,7.7464,474600
8586,-118.52,34.28,33,1975,7.8193,379600
8587,-118.52,34.27,36,3204,5.5649,271200
8588,-118.52,34.26,21,8850,3.7816,254200
8589,-118.52,34.25,11,7849,4.6625,290900
8590,-118.52,34.24,6,3218,3.0926,418500
8591,-118.52,34.23,35,1471,8.3841,472200
8592,-118.52,34.22,35,1620,5.5209,203300
8593,-118.52,34.22,35,1275,5.0282,195400
8594,-118.52,34.21,36,2394,4.3261,206700
8595,-118.52,34.21,36,1328,4.5648,193700
8596,-118.52,34.21,34,1663,5.1265,211000
8597,-118.52,34.2,37,1795,4.9102,207200
8598,-118.52,34.19,42,881,2.9511,203900
8599,-118.52,34.19,37,1560,3.8516,206900
8600,-118.52,34.18,46,2082,3.6534,216000
8601,-118.52,34.18,43,1700,3.675,213100
8602,-118.52,34.18,42,1611,3.1923,221800
8603,-118.52,34.18,34,2307,4.2143,245400
8604,-118.52,34.17,20,17377,3.2154,259600
8605,-118.52,34.05,45,1814,4.825,500001
8606,-118.52,34.04,47,1985,6.5147,500001
8607,-118.52,34.04,43,2167,13.6842,500001
8608,-118.52,34.04,42,993,10.8082,500001
8609,-118.52,34.02,24,7418,5.0867,500001
8610,-118.52,34.01,25,2757,3.1433,500001
8611,-118.53,34.45,10,5509,5.5981,220100
8612,-118.53,34.44,19,3013,5.1163,233200
8613,-118.53,34.38,18,2288,3.227,136100
8614,-118.53,34.37,8,3839,3.9118,333700
8615,-118.53,34.27,33,1927,5.634,320500
8616,-118.53,34.26,18,3674,8.176,308400
8617,-118.53,34.25,20,6331,3.3892,323100
8618,-118.53,34.23,32,4039,3.0321,240000
8619,-118.53,34.23,27,2131,3.2404,230400
8620,-118.53,34.22,29,4101,4.6607,199800
8621,-118.53,34.21,18,3124,2.9389,213200
8622,-118.53,34.2,33,3270,3.225,205300
8623,-118.53,34.2,26,2221,2.8701,191100
8624,-118.53,34.19,32,2618,2.625,192300
8625,-118.53,34.18,26,4175,4.2083,240300
8626,-118.53,34.18,16,7194,3.1887,189300
8627,-118.53,34.17,18,6430,3.855,243800
8628,-118.53,34.16,32,3554,3.6141,290600
8629,-118.53,34.14,28,6920,9.2189,500001
8630,-118.53,34.09,37,5477,8.1888,500001
8631,-118.53,34.03,40,4350,7.0318,500001
8632,-118.54,34.38,18,2096,6.8299,262100
8633,-118.54,34.3,22,4423,8.2159,376200
8634,-118.54,34.28,18,5481,6.7248,377200
8635,-118.54,34.28,10,7665,10.8805,500001
8636,-118.54,34.26,23,4960,10.9052,500001
8637,-118.54,34.25,26,2639,6.2788,322200
8638,-118.54,34.24,24,4631,3.0977,264000
8639,-118.54,34.23,35,3422,4.375,232900
8640,-118.54,34.23,29,1753,4.125,241400
8641,-118.54,34.22,35,1664,4.6731,224100
8642,-118.54,34.22,34,2193,3.6187,211600
8643,-118.54,34.21,32,2593,3.9886,199200
8644,-118.54,34.21,22,6064,2.875,227100
8645,-118.54,34.2,37,1600,4.1597,201600
8646,-118.54,34.19,33,2205,4.1319,203700
8647,-118.54,34.19,22,3380,2.5739,239200
8648,-118.54,34.18,25,1938,3.9632,240300
8649,-118.54,34.18,17,7214,3.0943,174500
8650,-118.54,34.17,34,2458,5.6738,443600
8651,-118.54,34.17,25,3352,2.8528,425000
8652,-118.54,34.17,11,1080,6.1274,315900
8653,-118.54,34.06,21,3755,11.4233,500001
8654,-118.54,34.05,33,6778,8.565,500001
8655,-118.55,34.44,14,15348,6.3277,237700
8656,-118.55,34.41,8,21086,5.8602,265100
8657,-118.55,34.39,16,8726,6.8419,323300
8658,-118.55,34.37,21,7010,6.776,278100
8659,-118.55,34.28,16,8879,8.1125,428600
8660,-118.55,34.27,25,4919,8.1356,352800
8661,-118.55,34.26,21,4018,8.203,445400
8662,-118.55,34.24,21,5751,4.3458,407500
8663,-118.55,34.23,25,4409,2.8727,245100
8664,-118.55,34.21,35,2592,5.0623,246400
8665,-118.55,34.2,21,2549,3.6905,179800
8666,-118.55,34.19,36,978,4.675,222500
8667,-118.55,34.19,31,1856,4.3654,223800
8668,-118.55,34.19,18,5862,3.1106,170600
8669,-118.55,34.18,32,3011,5.0605,311000
8670,-118.55,34.04,41,1482,8.8619,500001
8671,-118.55,34.03,35,9075,6.0307,500001
8672,-118.55,33.99,39,2603,7.9096,500001
8673,-118.56,34.42,2,966,1.9667,450000
8674,-118.56,34.41,4,17313,5.6798,320900
8675,-118.56,34.37,23,3927,4.8536,202600
8676,-118.56,34.25,31,1962,8.565,500001
8677,-118.56,34.24,23,2980,8.1714,500001
8678,-118.56,34.23,36,3215,5.5126,248400
8679,-118.56,34.23,36,2406,4.6944,221800
8680,-118.56,34.22,35,1843,4.4271,205100
8681,-118.56,34.22,34,1599,4.3194,197000
8682,-118.56,34.21,36,1286,3.5333,196800
8683,-118.56,34.21,13,8327,3.7313,189800
8684,-118.56,34.2,36,1544,4.175,190900
8685,-118.56,34.2,35,2273,4.0789,196700
8686,-118.56,34.2,35,1770,5.0483,221000
8687,-118.56,34.19,36,2600,4.1111,215600
8688,-118.56,34.19,35,782,5.4548,201400
8689,-118.56,34.19,34,2579,4.433,235100
8690,-118.56,34.19,34,2185,4.8125,266700
8691,-118.56,34.19,34,1237,3.9615,183600
8692,-118.56,34.18,39,1819,5.4088,457300
8693,-118.56,34.18,36,1366,4.8264,251000
8694,-118.56,34.17,35,2987,7.1322,500001
8695,-118.56,34.14,23,9657,10.4399,500001
8696,-118.56,34.06,24,2332,7.3031,500001
8697,-118.56,34.03,34,2095,8.2934,500001
8698,-118.57,34.29,4,6995,7.0808,341200
8699,-118.57,34.27,20,7384,9.6047,500001
8700,-118.57,34.25,34,5098,5.6149,273100
8701,-118.57,34.25,20,4679,8.7471,419900
8702,-118.57,34.23,22,3275,4.9676,221900
8703,-118.57,34.22,27,2795,3.7798,258400
8704,-118.57,34.22,17,3262,4.1359,255200
8705,-118.57,34.21,36,878,4.1181,190400
8706,-118.57,34.21,23,4891,5.8798,270500
8707,-118.57,34.2,36,2559,4.5568,201500
8708,-118.57,34.2,33,1759,5.223,209200
8709,-118.57,34.2,18,7157,3.1818,208000
8710,-118.57,34.18,36,2981,6.5304,439800
8711,-118.57,34.17,31,1950,3.1875,500001
8712,-118.57,34.15,22,5791,10.9201,500001
8713,-118.57,34.09,14,7970,11.2866,500001
8714,-118.58,34.25,23,4883,5.521,280800
8715,-118.58,34.24,26,3239,3.2426,236900
8716,-118.58,34.23,35,1917,4.8929,234900
8717,-118.58,34.23,29,3907,4.1023,230200
8718,-118.58,34.22,35,2560,5.6345,228200
8719,-118.58,34.22,35,1969,4.875,230400
8720,-118.58,34.21,27,2209,4.7125,250900
8721,-118.58,34.21,24,2642,3.0187,217700
8722,-118.58,34.2,37,1389,5.015,220900
8723,-118.58,34.2,35,1558,5.1463,220200
8724,-118.58,34.2,35,1323,4.233,221300
8725,-118.58,34.2,21,2979,3.5,223700
8726,-118.58,34.19,35,2329,3.8839,224900
8727,-118.58,34.19,27,4286,3.3125,222800
8728,-118.58,34.19,15,3061,2.85,187500
8729,-118.58,34.18,28,908,5.6159,340500
8730,-118.58,34.17,29,3393,6.2064,334900
8731,-118.58,34.15,21,3856,8.4196,450700
8732,-118.58,34.12,42,718,6.4018,500001
8733,-118.58,34.06,25,4440,8.8666,500001
8734,-118.59,35.72,28,1491,1.4205,90000
8735,-118.59,34.47,5,538,4.2391,154600
8736,-118.59,34.26,20,8146,7.167,357100
8737,-118.59,34.25,15,9716,3.6231,193300
8738,-118.59,34.23,17,6592,3.0347,254500
8739,-118.59,34.23,14,4407,3.4091,168800
8740,-118.59,34.22,17,6015,4.0077,229000
8741,-118.59,34.21,34,2389,4.8333,225400
8742,-118.59,34.21,34,1943,5.0462,227700
8743,-118.59,34.21,26,2335,2.9974,178800
8744,-118.59,34.2,21,1789,2.754,179800
8745,-118.59,34.18,7,11853,4.2009,271300
8746,-118.59,34.17,36,1887,5.4847,296000
8747,-118.59,34.15,29,2023,6.7694,369700
8748,-118.59,34.14,19,1303,10.5511,483100
8749,-118.59,34.11,35,2396,6.4504,407000
8750,-118.6,37.39,19,2682,3.2132,166000
8751,-118.6,34.26,18,6154,5.6392,271500
8752,-118.6,34.23,19,8866,3.2564,230300
8753,-118.6,34.21,21,9512,2.8039,227500
8754,-118.6,34.2,10,2869,3.2297,150000
8755,-118.6,34.19,16,14912,2.8312,213900
8756,-118.6,34.16,32,3999,6.0794,338500
8757,-118.6,34.15,28,4570,6.14,361900
8758,-118.6,34.09,43,2228,7.6091,438500
8759,-118.6,34.08,40,866,6.91,380000
8760,-118.6,34.07,16,319,4.625,433300
8761,-118.6,34.02,36,2043,8.4331,500001
8762,-118.61,35.47,13,2267,2.5474,78400
8763,-118.61,35.08,6,3660,3.4911,137200
8764,-118.61,34.99,11,4031,3.8917,120800
8765,-118.61,34.59,5,4028,4.0579,167100
8766,-118.61,34.38,2,5989,6.6916,329500
8767,-118.61,34.31,4,1949,5.0151,285200
8768,-118.61,34.25,16,8295,5.5111,276600
8769,-118.61,34.24,17,5406,6.0137,375900
8770,-118.61,34.23,26,3727,6.1419,327300
8771,-118.61,34.22,24,5256,7.3252,333700
8772,-118.61,34.21,41,1058,3.3534,180500
8773,-118.61,34.21,34,3494,5.6407,251500
8774,-118.61,34.21,33,2609,5.4527,227100
8775,-118.61,34.2,16,1718,3.6296,160900
8776,-118.61,34.19,34,703,4.3125,210100
8777,-118.61,34.19,28,3824,4.1154,246400
8778,-118.61,34.17,31,1689,4,278500
8779,-118.61,34.17,19,5944,3.8819,328900
8780,-118.61,34.16,29,4364,6.8107,367400
8781,-118.62,34.26,15,10860,6.3249,262100
8782,-118.62,34.22,34,2633,4.0909,232900
8783,-118.62,34.22,33,1636,5.6356,241300
8784,-118.62,34.21,26,3234,6.1074,258600
8785,-118.62,34.2,29,2421,5.0309,244800
8786,-118.62,34.2,23,3098,5.7613,235800
8787,-118.62,34.19,35,1934,5.5101,267400
8788,-118.62,34.18,25,3124,6.4044,333100
8789,-118.62,34.17,34,3268,6.8482,308300
8790,-118.62,34.17,32,1491,3.0404,262800
8791,-118.62,34.15,26,5661,7.9814,409900
8792,-118.63,34.21,31,3952,5.5709,244800
8793,-118.63,34.2,19,7411,6.7785,336100
8794,-118.63,34.19,32,3568,5.1529,259600
8795,-118.63,34.17,33,4769,5.5798,338200
8796,-118.63,34.16,33,2896,6.0192,347700
8797,-118.63,34.16,30,3346,7.457,392700
8798,-118.63,34.11,35,3795,5.8735,448100
8799,-118.64,34.25,47,1315,5.4024,253000
8800,-118.64,34.22,16,4312,8.4438,390000
8801,-118.64,34.19,33,3017,5.6163,248400
8802,-118.64,34.19,30,2399,6.0094,245600
8803,-118.64,34.19,28,3274,4.4167,247300
8804,-118.64,34.18,33,3808,5.1641,263400
8805,-118.64,34.17,26,6767,7.7846,409000
8806,-118.65,34.27,23,1724,6.0783,229200
8807,-118.65,34.21,5,5429,9.6465,500001
8808,-118.65,34.19,27,2772,5.2016,243000
8809,-118.65,34.18,27,1793,4.925,240300
8810,-118.65,34.18,26,4607,7.4918,367600
8811,-118.66,35.2,7,9664,4.0581,162900
8812,-118.66,34.43,9,2356,3.775,155000
8813,-118.66,34.23,18,897,6.1288,350000
8814,-118.66,34.19,23,7544,7.642,374900
8815,-118.66,34.18,25,6612,8.3912,419000
8816,-118.66,34.1,12,2560,10.076,500001
8817,-118.66,34.02,23,8798,8.7364,500001
8818,-118.67,34.3,5,6123,7.9013,393000
8819,-118.67,34.27,15,3221,3.5313,191800
8820,-118.67,34.27,10,3753,4.9946,204600
8821,-118.67,34.16,17,16544,9.1228,500001
8822,-118.68,34.33,45,121,2.9821,325000
8823,-118.68,34.28,5,6150,4.7034,223000
8824,-118.68,34.28,17,6488,5.0962,238000
8825,-118.68,34.27,26,1561,5.477,209100
8826,-118.68,34.27,16,4637,4.0568,225200
8827,-118.68,34.08,18,102,3.9934,500001
8828,-118.69,34.21,10,3663,12.542,500001
8829,-118.69,34.18,11,1177,10.0472,500001
8830,-118.69,34.08,23,204,9.7646,500001
8831,-118.7,35.82,20,4642,2.3937,82100
8832,-118.7,34.53,5,14275,5.4284,236300
8833,-118.7,34.3,27,1527,6.1825,227000
8834,-118.7,34.3,23,2831,6.1383,244100
8835,-118.7,34.29,25,1678,6.1834,229800
8836,-118.7,34.28,27,727,3.7188,250000
8837,-118.7,34.28,25,2377,4.7083,196100
8838,-118.7,34.24,28,2405,4.504,204300
8839,-118.71,34.3,23,1983,6.3199,236700
8840,-118.71,34.3,20,1586,6.5483,335000
8841,-118.71,34.29,24,2983,6.3236,302000
8842,-118.71,34.29,21,2751,5.2067,221200
8843,-118.71,34.28,27,2911,4.6528,186600
8844,-118.71,34.27,26,990,3.163,179400
8845,-118.72,34.28,18,2229,5.5955,217700
8846,-118.72,34.28,17,3051,5.7376,218600
8847,-118.72,34.28,17,2654,5.4459,223900
8848,-118.72,34.14,7,23866,5.4032,318500
8849,-118.73,36.01,14,3263,2.8603,128900
8850,-118.73,34.29,8,4983,6.9454,276500
8851,-118.73,34.29,11,5451,7.355,343900
8852,-118.73,34.27,23,4550,4.556,205300
8853,-118.74,37.58,20,3301,3.7315,159300
8854,-118.74,34.27,23,2493,4.18,215000
8855,-118.74,34.26,27,3467,4.8717,204100
8856,-118.74,34.26,22,4337,5.4091,222400
8857,-118.74,34.25,25,1815,5.4243,214700
8858,-118.74,34.05,19,3487,7.9184,500001
8859,-118.75,34.33,27,534,8.2787,330000
8860,-118.75,34.28,27,1452,4.6908,186600
8861,-118.75,34.28,22,3844,6.2059,239900
8862,-118.75,34.27,26,966,5.1698,188000
8863,-118.75,34.27,25,3371,6.1253,225000
8864,-118.75,34.27,20,3495,5.8096,264400
8865,-118.75,34.26,26,1767,5.4787,198100
8866,-118.75,34.26,24,2234,5.4604,193400
8867,-118.75,34.18,4,16704,6.6122,357600
8868,-118.75,34.17,16,2950,5.3749,346100
8869,-118.75,34.1,34,2255,4.5333,377300
8870,-118.76,34.28,21,2786,5.8578,266300
8871,-118.76,34.26,26,1929,5.4038,222100
8872,-118.76,34.26,26,1750,4.5673,190400
8873,-118.76,34.13,10,4355,6.5571,500001
8874,-118.77,34.28,6,4685,4.5458,208200
8875,-118.77,34.28,27,1416,5.1074,185200
8876,-118.77,34.28,26,2873,5.3681,187700
8877,-118.77,34.27,10,1658,4.7574,209900
8878,-118.77,34.24,6,16222,6.4963,308100
8879,-118.78,34.27,20,2743,3.6761,170900
8880,-118.78,34.26,24,4072,6.0487,254500
8881,-118.78,34.25,13,1841,7.7785,404700
8882,-118.78,34.16,9,30405,8.0137,399200
8883,-118.78,34.05,28,1343,6.83,500001
8884,-118.79,34.27,27,1146,4.5833,198500
8885,-118.79,34.26,17,1986,7.2137,401900
8886,-118.8,34.27,12,3330,4.6985,264100
8887,-118.8,34.21,16,1466,6.2893,282700
8888,-118.8,34.19,4,15572,8.6499,500001
8889,-118.8,34.15,9,1143,6.8474,356700
8890,-118.81,34.28,20,3678,4.1607,196800
8891,-118.81,34.25,4,9147,5.716,320800
8892,-118.82,36.13,43,1281,2.8906,65700
8893,-118.82,35.23,31,2358,1.9688,53900
8894,-118.82,35.2,34,2185,2.1136,57300
8895,-118.82,34.15,9,655,7.8528,337500
8896,-118.82,34.14,22,11668,6.9935,385500
8897,-118.83,35.27,33,1190,2.6302,81300
8898,-118.83,35.2,17,1959,2.1357,53500
8899,-118.83,34.33,6,6679,5.4493,242600
8900,-118.83,34.23,6,8803,8.7288,425800
8901,-118.83,34.18,23,5647,6.3586,348300
8902,-118.83,34.17,17,4668,8.1397,353900
8903,-118.83,34.15,16,3380,4.2857,233200
8904,-118.83,34.14,16,1956,6.4001,321800
8905,-118.83,34.14,16,1316,10.1597,500001
8906,-118.84,34.22,11,3170,7.5118,361900
8907,-118.84,34.21,16,4975,5.2361,224700
8908,-118.84,34.17,16,3449,3.2176,187500
8909,-118.84,34.16,18,6075,5.22,399400
8910,-118.84,34.15,17,3785,8.4443,358500
8911,-118.84,34.11,12,7508,5.8788,500001
8912,-118.85,35.23,26,1639,1.7656,68000
8913,-118.85,35.2,17,2783,1.9907,51200
8914,-118.85,34.27,50,187,3.3438,500001
8915,-118.85,34.25,17,5593,7.2965,342900
8916,-118.85,34.23,13,5094,6.4823,290900
8917,-118.85,34.21,29,2195,3.4773,206700
8918,-118.85,34.21,25,1328,4.9234,241400
8919,-118.85,34.19,27,2287,6.5162,349400
8920,-118.85,34.18,11,5873,3.5504,173800
8921,-118.85,34.14,24,1999,8.7657,366300
8922,-118.85,34.14,16,4109,8.1064,423400
8923,-118.85,34.04,21,3837,8.4476,500001
8924,-118.86,36.41,20,2749,3.0391,139700
8925,-118.86,35.9,38,298,4.125,71300
8926,-118.86,34.22,26,1932,5.0855,232200
8927,-118.86,34.22,26,1775,5.5845,251700
8928,-118.86,34.22,22,1230,6.2708,251400
8929,-118.86,34.21,26,3354,4.1576,211800
8930,-118.86,34.2,32,2399,4.125,264600
8931,-118.86,34.19,29,1326,6.5474,422900
8932,-118.86,34.19,26,3135,6.1949,243500
8933,-118.86,34.16,16,1509,10.2614,410800
8934,-118.87,35.65,33,1504,3.4792,94600
8935,-118.87,35.37,14,2458,3.5441,87000
8936,-118.87,34.23,14,4242,6.0145,287100
8937,-118.87,34.21,26,4439,6.2935,258000
8938,-118.87,34.2,26,1924,7.001,286800
8939,-118.87,34.19,23,2179,5.5224,240700
8940,-118.87,34.18,21,5661,3.4676,212800
8941,-118.88,35.34,20,1351,2.1111,105300
8942,-118.88,34.42,20,728,6.1244,375000
8943,-118.88,34.28,22,3369,4.0474,182100
8944,-118.88,34.22,22,3654,6.2748,274800
8945,-118.88,34.22,16,2343,5.756,302700
8946,-118.88,34.2,23,4862,7.3409,316000
8947,-118.88,34.19,26,2296,7.7889,309900
8948,-118.88,34.19,16,7268,3.3703,228700
8949,-118.88,34.17,15,4260,5.1033,410700
8950,-118.88,34.02,19,15990,7.7848,500001
8951,-118.89,34.33,23,366,3.125,375000
8952,-118.89,34.29,28,1545,3.4375,194100
8953,-118.89,34.28,30,917,5.8133,195700
8954,-118.89,34.22,20,3878,5.5402,264600
8955,-118.9,35.41,6,4656,3.0938,100800
8956,-118.9,35.26,31,6145,1.9066,54600
8957,-118.9,34.41,35,4431,4.2599,209100
8958,-118.9,34.4,16,2614,1.5781,134400
8959,-118.9,34.3,13,5591,5.5925,208600
8960,-118.9,34.26,5,25187,6.9712,321300
8961,-118.9,34.19,26,1582,10.0595,500001
8962,-118.9,34.17,14,4719,5.3558,313800
8963,-118.91,36.79,19,1616,3.7857,78600
8964,-118.91,35.4,10,3587,2.569,113000
8965,-118.91,35.37,32,4121,3.3462,67600
8966,-118.91,35.27,29,1401,2.0921,61400
8967,-118.91,35.24,29,2888,1.7716,45500
8968,-118.91,34.4,30,2861,3.2024,176100
8969,-118.91,34.28,6,6106,5.2206,280200
8970,-118.91,34.18,17,3220,2.8958,176000
8971,-118.92,36.04,28,1148,2.9208,98500
8972,-118.92,35.47,6,1755,6.2885,216400
8973,-118.92,35.38,33,3122,3.8307,70600
8974,-118.92,35.37,17,3589,2.4919,75700
8975,-118.92,35.26,20,3815,2.0174,63700
8976,-118.92,35.13,29,1297,1.9236,106300
8977,-118.92,34.41,22,2702,3.0893,173400
8978,-118.92,34.4,23,1290,3.3152,198000
8979,-118.92,34.19,16,3631,3.0691,130400
8980,-118.92,34.18,17,2400,6.3522,259300
8981,-118.92,34.17,17,1552,5.9836,294800
8982,-118.93,36.19,30,2685,2.6184,113900
8983,-118.93,35.44,13,1439,6.1563,204200
8984,-118.93,35.37,34,2412,2.6903,62800
8985,-118.93,34.82,8,508,4.0332,128300
8986,-118.93,34.82,24,806,3.5,113900
8987,-118.93,34.4,17,3275,3.7092,190500
8988,-118.93,34.36,33,1775,4.6607,187900
8989,-118.93,34.2,17,2619,3.886,281300
8990,-118.93,34.18,18,2730,6.187,287900
8991,-118.94,37.13,12,2255,4.1563,94000
8992,-118.94,36.32,10,2271,4.0703,147100
8993,-118.94,35.41,10,3216,6.3639,143000
8994,-118.94,35.4,14,5548,4.2214,104600
8995,-118.94,35.39,27,3074,5.4592,139100
8996,-118.94,35.39,13,3137,7.7751,194100
8997,-118.94,35.37,37,1667,2.875,57400
8998,-118.94,35.37,33,3372,2.0643,57600
8999,-118.94,35.37,23,1106,1.8523,59700
9000,-118.94,35.36,19,2714,3.1281,76200
9001,-118.94,34.24,5,10018,8.9063,500001
9002,-118.94,34.18,25,3502,5.5181,242100
9003,-118.94,34.18,24,3689,5.9224,239400
9004,-118.94,34.17,16,3746,6.3303,299400
9005,-118.94,34.17,15,1679,5.5681,235600
9006,-118.94,34.16,3,1170,8.0428,500001
9007,-118.95,35.38,35,2220,3.5938,95200
9008,-118.95,35.38,30,2594,3.725,83100
9009,-118.95,35.37,37,1475,1.6728,55400
9010,-118.95,35.37,34,1672,2.1588,61300
9011,-118.95,35.36,30,2294,2.1078,54700
9012,-118.95,35.32,29,3480,3.2738,78700
9013,-118.95,34.83,18,3278,2.9891,116500
9014,-118.95,34.81,30,2817,3.1364,123500
9015,-118.95,34.19,24,2719,4.675,228800
9016,-118.95,34.18,25,2237,6.0994,254900
9017,-118.95,34.17,9,2372,7.6016,344900
9018,-118.95,34.17,23,2630,5.2955,247600
9019,-118.95,34.16,21,2953,6.541,291500
9020,-118.96,37.64,11,3934,4.2381,242700
9021,-118.96,36.66,18,1302,3.1964,80000
9022,-118.96,36.49,24,1268,1.742,118800
9023,-118.96,35.41,29,3548,2.947,87100
9024,-118.96,35.4,27,2473,3.5524,89100
9025,-118.96,35.39,23,5624,3.1297,79000
9026,-118.96,35.38,41,2417,3.0568,85600
9027,-118.96,35.38,34,2047,3.6734,92900
9028,-118.96,35.37,40,1603,1.365,54300
9029,-118.96,35.37,32,1025,1.9612,53400
9030,-118.96,35.36,35,2285,2.4848,54000
9031,-118.96,34.3,16,3103,6.907,500001
9032,-118.96,34.23,14,15207,3.9699,217000
9033,-118.96,34.19,16,1807,1.9811,162500
9034,-118.96,34.18,16,3137,6.1306,258200
9035,-118.97,37.64,14,2284,3.0921,87500
9036,-118.97,37.64,14,1847,3.6042,137500
9037,-118.97,36.06,26,1289,1.975,51400
9038,-118.97,35.41,36,1896,3.996,85500
9039,-118.97,35.4,34,1859,3.1906,76200
9040,-118.97,35.39,38,2121,2.774,59500
9041,-118.97,35.38,42,1185,0.9951,48000
9042,-118.97,35.38,35,1673,1.375,57500
9043,-118.97,35.38,32,1361,1.625,46800
9044,-118.97,35.37,52,425,1.4125,42500
