,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
447,jelek,pas,malem,tidur,pas,begadang,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ay,kaya,kalo,kurus,cantik,banget,deh,bacot,lo,udah,kurus,jelek,,,,,,,,,,,,,,,,,,,,
449,eeaaaa,order,suntik,gantung,ama,cina,budak,hahahhaa,,,,,,,,,,,,,,,,,,,,,,,,
450,kabah,islam,anjing,edan,islam,agama,salah,httpstcoikpmdzfui,,,,,,,,,,,,,,,,,,,,,,,,
451,ngeri,gimana,fetish,tangan,bikin,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,
452,sinyal,gue,jelek,bangett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,ndakikndakik,bicara,rasisme,orang,ambon,jawa,panggil,panggil,ras,bullshit,,,,,,,,,,,,,,,,,,,,,,
454,belle,contoh,tunggang,wanita,hahaha,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,yeh,kafir,haram,khor,hey,shakal,de,dekho,zara,kitna,kameena,lagta,yeh,banda,,,,,,,,,,,,,,,,,,
456,sumbang,pas,negara,wujud,ramai,tunggang,agama,negeri,pas,meri,httpstcoxyyeueyik,,,,,,,,,,,,,,,,,,,,,
457,jls,ya,sender,trs,aja,adu,domba,inget,ya,apa,agama,ya,tetep,aja,hukum,neraka,httpstcoodiaolz,,,,,,,,,,,,,,,
458,agama,gua,agama,sesat,bos,agama,lo,agama,sesat,mana,,,,,,,,,,,,,,,,,,,,,,
459,la,sbb,mix,malay,chinese,kau,ckp,bangsa,cina,rakyat,malay,httpstcotdgwlahxxn,,,,,,,,,,,,,,,,,,,,
460,anak,kafir,cuman,ngelike,aja,wooooo,,,,,,,,,,,,,,,,,,,,,,,,,,
461,trus,hijab,dibully,persekusi,apa,damaimemberdayakan,dasar,kafir,halal,darah,memp,httpstcoxxkqlhc,,,,,,,,,,,,,,,,,,,,
462,gaduh,hei,bapok,tua,sampuk,isu,nak,salak,ko,kafir,sibuk,masuk,islam,me,httpstcoefxivllk,,,,,,,,,,,,,,,,,
463,jelek,islam,mulu,agama,islam,etis,ka,httpstcochiawrtfrx,,,,,,,,,,,,,,,,,,,,,,,,
464,jelek,anjing,muka,loe,idung,kayak,babi,aja,bangga,,,,,,,,,,,,,,,,,,,,,,,
465,tunggang,agama,tunggang,tingu,masuk,syurga,ka,tida,,,,,,,,,,,,,,,,,,,,,,,,
466,negro,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,kafir,mah,emang,sjwnya,opm,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,gue,bilang,sobat,kafir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,kafir,kafir,qadyani,kafir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,jelek,ganteng,gua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,terlau,orangorang,bodoh,seragam,bahaya,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,jelek,banget,anjing,ude,jlek,brisik,,,,,,,,,,,,,,,,,,,,,,,,,,
473,banned,je,laa,jenama,bella,ammara,appecut,drpd,dlu,tgk,mmg,jenis,tunggang,agama,kalini,terang,httpstcogphbhirf,,,,,,,,,,,,,,,
474,ajar,agama,br,kemarin,sj,sok,sucikemunafikan,bersih,darah,httpstcoyudfkdiz,,,,,,,,,,,,,,,,,,,,,,
475,benci,fpi,pki,kaum,munafikun,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,laki,bini,tunggang,agama,play,victim,hahahahah,sial,,,,,,,,,,,,,,,,,,,,,,,,
477,kecam,bunuh,anak,muda,km,nyawa,orang,islam,mang,harga,warga,papua,diinjek,kepala,ya,,,,,,,,,,,,,,,,,
478,goblok,bilang,ras,kulit,putih,asia,timur,,,,,,,,,,,,,,,,,,,,,,,,,
479,tunggang,agama,nama,maha,suci,allah,nak,tutup,bongkak,angkuh,kau,tu,httpstcofuknzqghl,,,,,,,,,,,,,,,,,,,
480,ikut,yahya,waloni,tolong,racun,radikalisme,udah,kayak,gin,ad,httpstcoxvnryock,,,,,,,,,,,,,,,,,,,,,
481,gua,tu,heran,dah,sih,produk,cina,tuh,bahasa,inggris,nya,gatau,emang,ngelawak,emang,parah,,,,,,,,,,,,,,,,
482,mahal,nyooo,nak,makan,harga,yahudi,,,,,,,,,,,,,,,,,,,,,,,,,,
483,saran,perintah,hati,cina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,basherrl,heh,kontol,jan,sok,mes,lu,rp,muka,kek,memek,orang,tua,lu,kek,monyet,agama,lu,aje,agama,kontol,,,,,,,,,,,
485,kafir,hai,tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,negro,things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,ahahah,jelek,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,mata,jereng,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,kpop,k,nya,kafir,jahat,setan,wallahi,gaksanggup,haram,,,,,,,,,,,,,,,,,,,,,,,
490,menag,ucap,tahniah,bahai,dasar,bahai,islam,tinggal,tunggu,aja,ucap,tah,httpstcoszwuytzt,,,,,,,,,,,,,,,,,,,
491,owner,bella,ammara,sampah,definisi,tunggang,agama,bleh,tgk,kt,la,,,,,,,,,,,,,,,,,,,,,
492,jawab,kalo,asumsi,mbak,orang,papua,injak,kepala,laku,kasar,tangan,aparat,mabuk,hiperbola,gitu,aja,,,,,,,,,,,,,,,,
493,berita,orang,papua,injak,kepala,diberitain,tvone,mabuk,malak,aneh,,,,,,,,,,,,,,,,,,,,,,
494,gila,cina,anak,titan,kali,ya,,,,,,,,,,,,,,,,,,,,,,,,,,
495,jelek,apa,hati,tetep,aja,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,
496,wkwk,attitud,nya,bagus,kalo,muka,jelek,tetep,aja,jelek,wkwk,,,,,,,,,,,,,,,,,,,,,
497,jorok,cina,anjing,bawak,sampah,buang,kemari,,,,,,,,,,,,,,,,,,,,,,,,,
498,untung,banget,cinta,buta,anda,ngeliat,orang,jelek,laku,,,,,,,,,,,,,,,,,,,,,,,
499,jelek,banget,sih,emang,bibin,kaya,nama,bantu,,,,,,,,,,,,,,,,,,,,,,,,
500,jelek,klodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,ngarang,liat,fitnah,kadrun,jokowi,pki,jokowi,antek,cina,httpstcokzfpqbeds,,,,,,,,,,,,,,,,,,,,,,
502,jelek,banget,ew,cupu,cupu,u,,,,,,,,,,,,,,,,,,,,,,,,,,
503,nahhh,gitu,joo,sabar,kalo,pede,netting,angkat,aja,jan,nanggung,defence,mu,jelek,,,,,,,,,,,,,,,,,,
504,anjing,dirga,bilang,selera,jelek,emang,cakep,nama,bian,,,,,,,,,,,,,,,,,,,,,,,
505,orang,jelek,si,turut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,iyaaa,anjjirrr,nenget,rambut,keriting,cabul,anj,wkwkkw,,,,,,,,,,,,,,,,,,,,,,,,
507,negro,fascista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,jelek,anjing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,asli,jujur,orang,ngetest,suara,annoying,jelek,,,,,,,,,,,,,,,,,,,,,,,,,
510,gausah,senyum,kau,depan,ku,kntl,jelek,kau,babi,httpstcooggzvg,,,,,,,,,,,,,,,,,,,,,,
511,jawab,kalo,asumsi,mbak,orang,papua,injak,httpstcondxmxlbld,,,,,,,,,,,,,,,,,,,,,,,,
512,oh,aceh,agama,buat,tolol,tinggal,agama,gua,tuhan,bajar,manusi,httpstcorvxyxyxje,,,,,,,,,,,,,,,,,,,,
513,kaga,rugi,keilangan,orang,islam,ngerti,agama,islam,pura,islam,,,,,,,,,,,,,,,,,,,,,,
514,kacau,nih,orangpancasila,sejati,mngistimewakn,agama,wajib,tuhan,ideologi,inianda,httpstcokrhfrehr,,,,,,,,,,,,,,,,,,,,,
515,jelek,miskin,udah,kristen,cantikpinterjago,nuyanyicino,jawa,jago,masakkaya,udah,httpstcoocieygamq,,,,,,,,,,,,,,,,,,,,,
516,yaudah,jawa,jelek,kampung,httpstcokpplggyjo,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,jelek,banget,orang,papua,kaya,monyet,,,,,,,,,,,,,,,,,,,,,,,,,,
518,lelaki,melayu,kuat,insecure,size,dck,negro,ekkk,habis,habis,main,size,benda,alah,tuuuu,,,,,,,,,,,,,,,,,
519,km,jelek,kayak,babi,dasar,negro,httpstcodmexrqitea,,,,,,,,,,,,,,,,,,,,,,,,,
520,jelek,banget,anjing,negro,babi,anjg,monyet,,,,,,,,,,,,,,,,,,,,,,,,,
521,full,negro,baukk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,asli,telat,banget,dasar,agama,teroris,orang,munafik,,,,,,,,,,,,,,,,,,,,,,,,
523,hahaha,lucu,orang,monyet,negara,jelasjelas,papua,udah,merdeka,bawah,naung,nkri,bro,,,,,,,,,,,,,,,,,,,
524,wifinya,jelek,banget,kalo,njingg,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,sorry,typo,maksud,ngeles,jelekkin,leewang,pikir,lu,aja,jelek,duo,kuda,httpstcogtdwhnpboj,,,,,,,,,,,,,,,,,,,
526,bagus,kak,makasii,coverin,my,universe,,,,,,,,,,,,,,,,,,,,,,,,,,
527,munafik,sih,cantik,tuhan,rupa,berbe,httpstcocizarox,,,,,,,,,,,,,,,,,,,,,,,,,
528,jaring,jelek,banget,anjing,aja,nontonnya,,,,,,,,,,,,,,,,,,,,,,,,,,
529,anying,wifinya,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ingat,lengah,jaga,suci,hati,akhlak,pegang,tegu,httpstcoawfnmfoili,,,,,,,,,,,,,,,,,,,,,,,
531,emang,islam,teroris,dasar,kamum,munafik,,,,,,,,,,,,,,,,,,,,,,,,,,
532,kaum,kadrun,sok,islamimereka,kaum,munafik,re,httpstcoerdwkfqu,,,,,,,,,,,,,,,,,,,,,,,,
533,wkakwkakwoakwoakakwkakw,jilat,artis,gin,bang,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,dasar,papua,jelek,kokcuma,kaya,monyet,hahaha,,,,,,,,,,,,,,,,,,,,,,,,,
535,hi,nder,iya,jelek,banget,kemaren,sampe,gua,thank,you,ya,nder,lo,be,httpstcocpyuliw,,,,,,,,,,,,,,,,,
536,agreed,harap,aku,laku,perkara,tu,henti,keliru,ajar,sekolah,,,,,,,,,,,,,,,,,,,,,,
537,gabutnya,jelek,banget,ya,bangsat,gemes,pen,cubit,alis,kek,sok,cantik,aja,orangorang,dayak,pada,iyuhhh,,,,,,,,,,,,,,,
538,orang,prasangka,burukitu,karang,agama,fadliberprasangka,la,,,,,,,,,,,,,,,,,,,,,,,,,
539,paul,pogba,masuk,islam,pikir,identitas,kadangkadang,hid,httpstcopvtnddektm,,,,,,,,,,,,,,,,,,,,,,,
540,agama,psti,tuhan,e,httpstcoexnuzaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,sumpah,kek,gaada,ide,astaga,jelek,banget,suka,niruniru,kaum,monyett,,,,,,,,,,,,,,,,,,,,,
542,calon,menteri,agama,partai,ummat,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,senin,oktober,apel,pagi,pimpin,wakil,ketua,adil,agama,luwuk,nurmaidah,shi,mh,httpstcokikjacdnkn,,,,,,,,,,,,,,,,,,
544,mampus,lo,jelekanak,babi,hahaha,ngaca,orang,papua,,,,,,,,,,,,,,,,,,,,,,,,
545,kabah,islam,anjing,edan,islam,agama,salah,httpstcoikpmdzfui,,,,,,,,,,,,,,,,,,,,,,,,
546,agama,konten,becandaan,sinting,lu,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,mood,gue,knp,jelek,trs,dah,,,,,,,,,,,,,,,,,,,,,,,,,,
548,wifi,jelek,ngelag,mulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,sebentar,sinyal,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,dukung,suku,dayak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,allahu,akbar,jelek,bener,kamuharusnya,ngaca,baju,compang,camping,kaya,orang,dayak,,,,,,,,,,,,,,,,,,,,
552,allahu,akbar,jelek,bener,gin,kalu,darah,papua,monyet,,,,,,,,,,,,,,,,,,,,,,,
553,isi,nya,stres,emosi,doang,jelek,banget,emang,gitu,ngomong,orang,batak,sabar,darah,,,,,,,,,,,,,,,,,,
554,oalah,bujug,aku,islam,nggak,salah,suka,httpstcoqicddkzcny,,,,,,,,,,,,,,,,,,,,,,,,
555,sebenernya,bikin,bagus,muka,dazai,coba,kalo,dazai,jelek,jelek,jg,wkoskekekek,,,,,,,,,,,,,,,,,,,,
556,mending,bajing,munafik,emang,dasar,agama,teroris,,,,,,,,,,,,,,,,,,,,,,,,,
557,rr,manusia,munafik,dasar,kafir,lo,,,,,,,,,,,,,,,,,,,,,,,,,,
558,at,taubah,jadi,rahib,tuhan,allah,oceh,muhammad,biadab,tebar,fitnah,benci,httpstcoqxcbyn,,,,,,,,,,,,,,,,,,,
559,gus,mus,sadar,quran,kitab,suci,muhammad,nabi,allah,swt,tuhan,azan,hoax,httpstcosfdugbgzg,,,,,,,,,,,,,,,,,,
560,profesor,doktor,islam,hirup,hoax,quran,kitab,suci,muhammad,nabi,allah,swt,tuhan,muntah,hoax,httpstcoqbszucfj,,,,,,,,,,,,,,,,
561,syukur,allah,swt,dungu,biadab,manusia,rusak,,,,,,,,,,,,,,,,,,,,,,,,,
562,salah,alamat,datang,mui,nu,muhammadiyah,icmi,marah,nang,solusi,buang,islam,httpstcojxexwrgbon,,,,,,,,,,,,,,,,,,,
563,lafaz,allah,swt,berhala,islam,pemkab,muhammad,orang,mulia,manusia,biadab,httpstcojulxboin,,,,,,,,,,,,,,,,,,,,
564,ahlak,muhammad,biadab,bantai,yahudi,teladan,teroris,melihara,istri,teladan,poligami,dungu,sampah,kitab,tuhan,,,,,,,,,,,,,,,,,
565,yassss,salah,petik,agama,sikit,ok,laa,play,victim,la,tunggang,laa,selagi,tunggang,hahahaharrei,,,,,,,,,,,,,,,,,
566,tpi,aku,negara,agama,agama,bahai,sok,kuat,,,,,,,,,,,,,,,,,,,,,,,,
567,klarifikasi,muhammad,orang,mulia,manusia,biadab,bukti,manusia,biadab,lempar,batu,monas,httpstcovlcsutbx,,,,,,,,,,,,,,,,,,,
568,ungkap,ruang,publik,quran,kitab,suci,muhammad,nabi,allah,swt,tuhan,pidana,tipu,httpstcoiykgpkw,,,,,,,,,,,,,,,,,,
569,quran,kitab,sampah,muhammad,bejad,allah,swt,dungu,biadab,httpstcomnsndqla,,,,,,,,,,,,,,,,,,,,,,
570,tolong,usut,mohon,turun,tangan,minyikapi,arogansi,pikir,httpstcojpcrfmpqop,,,,,,,,,,,,,,,,,,,,,,,
571,quran,kitab,sampah,muhammad,bejad,allah,swt,dungu,biadab,httpstcomnsndqla,,,,,,,,,,,,,,,,,,,,,,
572,gm,larang,kristen,pimpin,adil,isi,quran,oceh,muhammad,biadab,energi,bangsa,selamat,httpstcogbrexezb,,,,,,,,,,,,,,,,,,
573,bukti,hrus,percaya,salah,percaya,salah,percaya,quran,salah,,,,,,,,,,,,,,,,,,,,,,,
574,muslim,ilmuwan,sejati,bantah,scara,ilmiah,quran,kitab,sampah,muhammad,bejad,allah,swt,dungu,biadab,httpstcovrpqmbgv,,,,,,,,,,,,,,,,
575,jelek,anjing,kayak,babi,hidung,emang,gitu,ya,orang,dayak,,,,,,,,,,,,,,,,,,,,,,
576,gausah,senyum,kau,depan,ku,kntl,jelek,kau,babi,httpstcooggzvg,,,,,,,,,,,,,,,,,,,,,,
577,jawab,kalo,asumsi,mbak,orang,papua,injak,httpstcondxmxlbld,,,,,,,,,,,,,,,,,,,,,,,,
578,nahhh,gitu,joo,sabar,kalo,pede,netting,angkat,aja,jan,nanggung,defence,mu,jelek,,,,,,,,,,,,,,,,,,
579,tu,orang,cina,sok,cantik,anjing,emang,,,,,,,,,,,,,,,,,,,,,,,,,
580,cina,sumber,sakit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,sok,cantik,kau,babi,dasar,turun,sakit,kau,cina,,,,,,,,,,,,,,,,,,,,,,,
582,anying,ngakak,jelek,aja,bangga,dasar,negro,,,,,,,,,,,,,,,,,,,,,,,,,
583,tumben,media,kadrun,ngabarin,berita,jelek,kadrun,hoax,kagak,,,,,,,,,,,,,,,,,,,,,,,
584,politik,kelas,kampung,malu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,tindak,kader,ras,menciderai,kebhenekaan,negara,,,,,,,,,,,,,,,,,,,,,,,,,,
586,caleg,aja,ras,rendah,sama,anak,bangsa,dah,semena,sama,in,httpstcoakqwyyrq,,,,,,,,,,,,,,,,,,,,
587,hitam,brrti,tni,wkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,kalo,maksain,tanah,bornesi,kaum,rasisalamat,hilang,biji,pelernya,,,,,,,,,,,,,,,,,,,,,,,
589,untung,cinta,buta,coba,kalo,ngelihat,orang,jelek,ngga,laku,ngakak,,,,,,,,,,,,,,,,,,,,,
590,tradisi,lindung,suku,dayak,ancam,tradisi,blh,sembarang,hrs,ikut,adat,,,,,,,,,,,,,,,,,,,,,
591,yea,kira,wibu,ras,kuat,udah,ngalahin,,,,,,,,,,,,,,,,,,,,,,,,,
592,jelek,lu,httpstcoewewz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,kaum,halu,nihil,jejak,adab,tanggap,tentang,tentang,buday,httpstcockyayjc,,,,,,,,,,,,,,,,,,,,,,
594,ubah,dekat,operasi,tnipolri,papua,apresiasi,httpstcocdmvelebn,nusantara,indonesia,raya,,,,,,,,,,,,,,,,,,,,,,
595,kabur,lo,goblok,log,out,akun,bikin,dosa,jariyah,lo,putus,akar,lo,mampus,mampus,l,httpstcofsoflvoer,,,,,,,,,,,,,,,
596,malam,mimpi,gue,jelek,banget,yahh,jelek,laku,mntan,sih,,,,,,,,,,,,,,,,,,,,,,
597,jelek,miskin,udah,kristen,cantikpinterjago,nuyanyicino,jawa,jago,masakkaya,udah,httpstcoocieygamq,,,,,,,,,,,,,,,,,,,,,
598,tindak,kader,ras,menciderai,kebhenekaan,negara,,,,,,,,,,,,,,,,,,,,,,,,,,
599,laku,tum,psi,mmg,jijik,rendah,harkat,martabat,manusia,,,,,,,,,,,,,,,,,,,,,,,
600,tradisi,lindung,suku,dayak,ancam,tradisi,blh,sembarang,hrs,ikut,adat,,,,,,,,,,,,,,,,,,,,,
601,terus,jahat,manusia,pesta,malu,tiongkok,malu,wakil,httpstcoowxcyry,,,,,,,,,,,,,,,,,,,,,,,
602,suka,sebel,koreaboo,glorifikasi,korea,bandingin,indonesia,negera,plus,minus,httpstcotpdchsoxmj,,,,,,,,,,,,,,,,,,,,,
603,sopan,banget,turun,cina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,skip,orang,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,cina,bahan,main,kalimantan,omong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,
606,sono,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,ngaca,dua,trs,blg,liat,tuh,jelek,banget,anak,bauu,,,,,,,,,,,,,,,,,,,,,,
608,woi,warga,kalimantan,tinggal,kumuh,kaya,jkt,polusi,kaya,jkt,httpstcodextcwmsc,,,,,,,,,,,,,,,,,,,,,
609,data,tentang,kuasa,mending,kupas,tragedi,bantai,etnis,china,seka,httpstcoeammwggse,,,,,,,,,,,,,,,,,,,,,
610,bs,beda,nyinyir,kritik,nyinyir,dr,partai,receh,rendah,gin,lulus,amrik,httpstcoykljegrqgu,,,,,,,,,,,,,,,,,,,
611,udah,miskin,jelek,kisah,cinta,buruk,,,,,,,,,,,,,,,,,,,,,,,,,,
612,tanah,arab,suku,damai,indonesia,dg,suku,bangsa,menja,httpstcobgoyrpzc,,,,,,,,,,,,,,,,,,,,,,
613,ganteng,pilih,jelek,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,og,mikir,belanda,adil,lawong,indonesia,bayar,ganti,rugi,belanda,br,lunas,hedeh,httpstcosuauybb,,,,,,,,,,,,,,,,,,
615,muka,jelek,perilaku,jelek,jg,hadeehhh,kasiann,,,,,,,,,,,,,,,,,,,,,,,,,
616,rambut,nya,pink,preman,jelek,banget,udah,durhaka,rambut,pink,preman,wkwk,jelek,,,,,,,,,,,,,,,,,,,
617,terus,jahat,manusia,pesta,malu,tiongkok,malu,mew,httpstcoaymylv,,,,,,,,,,,,,,,,,,,,,,,
618,ya,cewek,gua,ama,gwgw,jelek,njir,httpstcohkuqbwvrp,,,,,,,,,,,,,,,,,,,,,,,,
619,sunda,suku,kamitapi,kalo,lo,tau,sunda,ageman,pegang,hidup,httpstcolxnjorf,,,,,,,,,,,,,,,,,,,,,
620,kampung,ci,bangsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,bilang,bacot,lo,jelek,si,lo,mak,gue,suka,gue,idup,gua,komentar,tros,,,,,,,,,,,,,,,,,,
622,renjun,rambut,pendek,liat,mungil,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,udah,jelek,sok,cantik,matre,sok,kaya,pamerpamer,social,network,pacar,alay,kali,ya,,,,,,,,,,,,,,,,,,
624,ya,ganteng,banget,liat,kayak,orang,cina,tt,,,,,,,,,,,,,,,,,,,,,,,,
625,bagus,gemuk,lu,bang,pas,sma,lucu,njir,akwowkw,,,,,,,,,,,,,,,,,,,,,,,
626,jelek,banget,lydia,danira,gua,lgi,makan,pir,keselek,,,,,,,,,,,,,,,,,,,,,,,
627,ras,hina,suku,dayak,sama,dng,jin,d,gendurwo,kt,monyet,j,httpstcojpimgycniv,,,,,,,,,,,,,,,,,,,
628,udah,jelek,selingkuh,bisa,gua,susah,move,on,,,,,,,,,,,,,,,,,,,,,,,,
629,jung,jaehyun,ganteng,jaffrian,jelek,yeeaayyyy,httpstcodktpzxuh,,,,,,,,,,,,,,,,,,,,,,,,,
630,hahahhaa,iya,yah,kalo,nyokap,gua,badan,banget,gua,beda,gua,kyk,anak,cina,putih,,,,,,,,,,,,,,,,,
631,nyari,pawangnga,sih,mau,ras,coklat,,,,,,,,,,,,,,,,,,,,,,,,,,
632,suku,kebal,trash,talk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,udah,bilang,makan,kenyang,sih,makan,males,banget,capek,mala,httpstcogqadpyzy,,,,,,,,,,,,,,,,,,,,,
634,salah,jelek,salah,orang,tua,jelek,turun,haha,gokil,,,,,,,,,,,,,,,,,,,,,,,
635,miskin,hak,istimewa,anjing,dah,lu,tukar,posisi,orang,miskin,berani,kagak,t,httpstcollggtfri,,,,,,,,,,,,,,,,,,
636,gua,kalo,dipakein,gin,jelek,udah,bersin,level,kaum,kampung,,,,,,,,,,,,,,,,,,,,,,
637,u,udah,pake,filter,aja,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,
638,sok,iye,lu,anak,curut,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,eren,jelek,banget,gaperna,mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,anjing,jelek,cok,kuning,gitu,ngape,cok,,,,,,,,,,,,,,,,,,,,,,,,,
641,disakitin,cowok,jelek,sakit,ampun,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,pooh,jelek,sekaliii,babi,hutan,ansel,gemas,main,bulubulu,pipi,pooh,ayo,makan,jelek,bi,httpstcoaemezazei,,,,,,,,,,,,,,,,
643,rambut,orang,papua,curi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,muka,jelek,hati,jelek,ya,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,rmbt,tae,keriting,sumpah,bagus,banget,httpstcobrsgwjaj,,,,,,,,,,,,,,,,,,,,,,,,,
646,orang,mang,laki,dewasa,suka,rantau,dn,perempuan,udah,nikah,bawa,suami,rantau,httpstcoclshjizr,,,,,,,,,,,,,,,,,,
647,sih,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,dayak,istiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,ikn,tanah,dayak,tanah,jakarta,brojdi,saudara,tanah,dayak,puny,httpstcolezlrhlrt,,,,,,,,,,,,,,,,,,,,,
650,jamet,bacot,ramah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,lengkap,ribu,agama,lag,httpstcophsoncibne,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,jelek,dah,hewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,rizieq,shihab,an,jual,minyak,wangi,peci,khas,arab,tinggal,ortunya,httpstcosxftdyhpj,,,,,,,,,,,,,,,,,,,,
654,rezim,kriminal,konstitusional,apa,mau,tinggal,rubah,atur,dukung,hasil,stu,httpstcoutqmcviii,,,,,,,,,,,,,,,,,,,,
655,sinyal,jelek,banget,pliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,edom,jelek,kmrn,isi,trs,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,
657,wat,de,fag,akh,gabisa,malam,bersopel,mu,si,jelek,again,,,,,,,,,,,,,,,,,,,,,
658,halhal,lucu,halhal,keren,halhal,seksi,halhal,jelek,halhal,tampan,ya,suka,httpstcoowhilixiva,,,,,,,,,,,,,,,,,,,
659,main,jelek,kalah,tim,level,tanggungjawab,bang,,,,,,,,,,,,,,,,,,,,,,,,,
660,ha,narasi,gue,jelek,kak,asli,,,,,,,,,,,,,,,,,,,,,,,,,,
661,kek,mah,nggak,agama,bumi,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,jelek,banget,anying,ken,wakwaw,udah,kayak,jerapah,,,,,,,,,,,,,,,,,,,,,,,,
663,solihah,cerdas,pintar,ali,allah,agama,usia,buah,hati,masyaallah,tabarakallah,httpstcopnqpwccis,,,,,,,,,,,,,,,,,,,,
664,insecure,ih,kypa,kd,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,ganti,pelatihadaptasimaen,jeleknyalahin,pelatihpecat,gitu,aje,mao,juara,kocakkk,kaya,klub,ud,httpstcobldqyzi,,,,,,,,,,,,,,,,,,,
666,mang,kabau,arab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,mayoritas,agama,islam,ngikutin,atur,agama,islam,,,,,,,,,,,,,,,,,,,,,,,,,
668,bener,gue,temen,deket,emaknya,kaya,banget,dipush,nerusin,sukses,orang,tu,httpstconjipllgdn,,,,,,,,,,,,,,,,,,,
669,okihita,tenang,kali,ya,wak,hari,aja,ngelempar,opini,jelek,twitter,,,,,,,,,,,,,,,,,,,,,
670,kalo,didik,agama,tanam,ngomong,tmp,duli,asa,sa,httpstcovxilxeguod,,,,,,,,,,,,,,,,,,,,,,
671,benci,fpi,keras,kasar,fpinya,sdh,ubah,nolongin,um,httpstcogpeicaphu,,,,,,,,,,,,,,,,,,,,,,
672,anjing,mata,panda,jelek,asu,bego,prik,,,,,,,,,,,,,,,,,,,,,,,,,
673,bang,kerja,tanggung,beda,kerja,jel,httpstcocsnai,,,,,,,,,,,,,,,,,,,,,,,,,
674,nggak,sih,pacar,ngasih,link,tiktok,jelek,sampe,abrek,abrek,httpstcorijurjnoxn,,,,,,,,,,,,,,,,,,,,,
675,gila,ya,minimal,ngerjain,gitu,lho,lu,cv,jelek,buat,mah,gue,bantu,bagusin,httpstcovqpxnso,,,,,,,,,,,,,,,,,
676,jelek,banget,si,ipin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
