username,tweet,label
qtpcy_,Ini mereka ga dengerin tertib sholat idul Adha apa gimana ðŸ˜­ðŸ˜­ kan biasanya selalu dikasih tau tertib sholatnya ðŸ˜­,Agama
macchiatotimee,"untung pake masker, kalo ngga malu nya double ðŸ˜­",Netral
ch4culs,"i think, there is a little progress,,,,
 GXBISA GXBISAA TAR GWE BISA GILA",Ras
taeyongpikachu,sumpah sekelas sm temen sd gila dunia sempit bgt,Netral
caelots,komplek gw cant relate ðŸ¤£ðŸ¤£ðŸ¤£,Netral
JackPenak,Helmi fellis penyebar hoax dan penebar kebencian antar anak Bangsa !!,Ras
bazookapenakatw,"Teman lelaki suspek wanita hina agama ditahan, Operasi kelab komedi digantung
 
 https://t.co/WKZ88Rjvru",Ras
ruben_galih,Dasar kadrun ceramahnya sih selalu selangkangan dulu yang utama,Ras
foreignswag_,"Dunia emang udah gila, plis serem bgt",Ras
faiizhar,Damn susah gila nk book utk service.,Ras
okegengs,gila bgt dah?? emg rela jg sih gue jd kek buzzer buat ni drama SOALNYA BAGUS BENERAN CUYYYY,Ras
loudeshit,agama sih,Agama
bbbaalloonn1,@woolfz org gila,Ras
stegyosaurus,Invu live version gila banget dah vocal nya taeyeon ðŸ˜©ðŸ¥²ðŸ˜­ðŸ‘,Ras
ngidamrujak,WAH GILA YA YANG BENER AJAAAAAAAAAAA,Ras
softdragontofu,GILA BGT SIHHHHH,Ras
kavindraka,manusia gila.,Ras
haechanIeej,"ras gue udah mandi, enak aje lu",Ras
pretzelica,"Udah lama gak ngikutin bts, trus iseng dengerin lagu-lagunya lagi. Dua lagu ini gila sih. Bagus banget ancrit https://t.co/0SBP9TWr2K",Netral
styayc,"pertama, unboxing? cewek bukan barang.
 kedua, selangkangan hitam itu wajar, normal. bukan hal memalukan, and its noâ€¦ https://t.co/XngKNPg8rb",Ras
cinderrael,pinter akademik ngl tp tetep ngerti agama,Netral
kazujaktim,akademik (ngetweet lagi takut ada yg salah paham),Netral
henyShr,@MandaNizami @babibana_asu @markvz_mazter Komunis jaman Now bnyk jg yg jibub an.,Agama
blueairise,"prioritas fav biru esp navy tapi warna hitam, putih, dan warna2 pastel juga suka sih",Netral
yeimsanoles,"Tak semestinya dia alim or pandai ilmu agama, dia takpernah buat dosa. dia manusia biasa kot bukan malaikat. takpayâ€¦ https://t.co/9E3SHZlPxJ",Agama
gkjulaz,"gila sih bible ditolak berapa kali pas udh maen eksekusinya dpt bgt, good job bible",Netral
KaiDevil_47,@Cherry_ijo Kekasih hati Tua Gila pasti faham juga ðŸ¤­ðŸ¤£ðŸ¤£,Netral
rinda25_,"@littledaughtey Gila, akun lu wangi bgtðŸ˜­ðŸ˜­",Netral
sindirv,capek ngeblokir akun bule gila,Ras
nismuli,"Semingguan kemaren keluar kos-ansal-ulin-kos bener2 gk ada nongki, makan klo gak gofood drive thru. yuyurly hampir gila, sedikitðŸ˜„",Netral
soybeansr,gilaa gila sapa ini cakeuppp banget!!?!?,Netral
ImmortalRadio_C,"#NowPlaying: Ras Kass - Kanye Moment
 
 #TuneIn for #HipHop &amp; #RnB 24/7: [https://t.co/cQTjLiGFlp]
 
 Download our freeâ€¦ https://t.co/ALJyc8w0tz",Ras
ITSHUENINGKAl,@LUNERPW Pap chara rambut hitam,Netral
NShohifa,Untung make masker jadi ga ketahuan ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,Netral
elpasfm,#LagiMuterin Madu Hitam Pahit Prima #10 - Bpk Samsudin Ciampea Bogor new add #RadionyaOrangBogor - https://t.co/9K4uc811fW,Netral
ekoguruoke,@Bankmandor2022 @bangZhack86 Kadrun kerjaannya suka tebar fitnah ya ? Yg parah lagi fitnahnya pakai kedok agama ?â€¦ https://t.co/8hWplRmVyn,Agama
PDI_Perjuangan,pekan Gawai Dayak adalah momentum yang tepat untuk memperat ikatan persaudaraan juga sebagai ruang untuk menggeloraâ€¦ https://t.co/OYbjHeQ5RK,Netral
PDI_Perjuangan,Krisantus Ajak Warga Dayak Lestarikan Budaya dan Tingkatkan Kualitas SDM https://t.co/otunv0prVa,Ras
ekose85,"daripada injil lu bahasa yunani, padahal iesous bukan orang yunani, yeee kafir terjemahan bahasa.",Agama
Sarip_oyong,Sesuatu yang di wajibkan Agama dia aja beliau tidak bisa memerintahkan ke anak gadisnya...di situ poinnya,Agama
ICHANKsrg2,@Galois_Gen @ekowboy2 kafir sibuk urus ajaran orang lainðŸ˜‚ðŸ˜‚ðŸ˜‚,Agama
combro0779,@PeopleoftheLie3 Mati urusan Alloh bukn urusan lo tong...yg mudah bgitu nga bs cerna..belajar lagi agama y..otak mana otak... Wkwkkwk,Agama
ifunromadhoni,"Penjelasan tentang problem solving
 Pertentangan nilai nilai budaya dan agama
 
 @pkkmbsakera @sakerautmâ€¦ https://t.co/vGlVJrf8fc",Agama
ty528hz,"@gravitxsi kalo aku hard si, beda agama cuy tinggi skali",Agama
icebearzzzzzz,Penunggang agama.,Agama
ICHANKsrg2,@Hilmi28 ijab kabul mungkin disuruh pakai bahasa ibrani haleluya kata kafir @ruhutsitompul baru di terima ðŸ˜‚ðŸ˜‚ðŸ˜‚,Agama
meeeyliiindaaa_,"Pada tugas kali ini saya akan sedikit menjelaskan tentang ""pengaruh globalisasi pada tersisihnya budaya lokal"" 
 
 Seâ€¦ https://t.co/aQ3gbJMNfz",Ras
meicatur2,"@CNNIndonesia Kayak gini diperdebatkan, Ora penting sama sekali.. 
 Negara isine bahas Agama melulu nda akan maju2.â€¦ https://t.co/4IMS9CA4Vz",Agama
ManusiaBebas8,"Ya boleh aja, semua amal tergantug niat",Netral
ratihnrafsyah,Kalo orang dateng cuman lagi syedih2 doang pas seneng2 boroboro inget harusnya kita ajalah yang gausah landenin.. emang udah adat,Ras
ea71823ffb7f44b,"Misal Abang Farhan bilang gini: Kalau Abang siiihhh lebih memilih karna unsur Agama, soal cantik itu berdurasi gak ada yg kekal. Gitu yaa...",Agama
BalosiIbrahim,Bikin rusak negara aja. Orang2 seperti inilah PERUKSA PANCASILA/NKRI.,Ras
Adnanad75579946,Sepertinya anda mulai Blunder Pak Prof.... bagaimana dengan kalimat anis yg menyatakan duluan Orang Arab yg mendeklâ€¦ https://t.co/CO0IlR8mb7,Ras
meena_iris,"@placeforbacot @pingkapee @bambicatfams yaudah itu ambil aja , kamu maunya yg ras kan nah itu ras ambil aja kan minta nya yg FREE",Ras
afis59249600,"@ruhutsitompul klo kau emng orang batak ruhut,coba kau koar dulu msalah brigadir J.berani gk kau,jngn cuma ngoar ygâ€¦ https://t.co/1iHYMUime4",Ras
AbrahamUmbas,"@Maya83206301 Betul..betul. emang ada kadrun, mikir? Asal pakai jubah agama, dicekokin ta* ya, terep HEPI.",Agama
SadelihSuaib,"@AndiePeci Yg berbasis agama aja bisa begitu, apalagi yg enggak ðŸ˜‹,ahay....",Agama
travis_deck1,"@YeremiaT3 Sambut DOB Provinsi Papua Tengah, Masyarakat Adat Nabire Hibah Lahan Bangun Kantor Gubernur
 Booster Tekaâ€¦ https://t.co/9ezMtzA0V3",Netral
sociogeeks_,"Pesan sekarang masih bisa dikirim sore hari ini via Anteraja/Sicepat Reguler, Gratis Ongkos Kirim. Bisa juga pilihâ€¦ https://t.co/BZTRoBjrm5",Netral
petualangan_69,@gadisresidu_b3 Wkwkwkw... Kena prank agama gurun,Agama
DharmaSayoga,"@Miduk17 @Kemdikbud_RI Banyak yg sdh keracunan agama, logika nya macet.",Agama
sh0rtboi,@staldustt @dindadi_ @GAdrifiona @notyourbbaeb @ndagels china itu ras bukannya kak? atau mungkin udah ganti penyebutannya.,Ras
disparporapml,"Baritan ini merupakan tradisi turun temurun yang mengandung makna budaya, tradisi, sosial dan religius. Sehingga haâ€¦ https://t.co/cyBaXnCliE",Ras
MoeinEl,"@ruhutsitompul Urus aja pernikahan agama mu, kok lompat pagar, dasar penjilat",Agama
potat00ps,@zawarudolfs @Askrlfess HEHHH bedain pemimpin sama boss ya tlol gausah bawa2 agama,Agama
feedaa16,@Invisib85100194 Nampak betul penipu dan pemalas. Cikgu Bahasa Melayu aku kat sekolah kebangsaan pun bangsa india.â€¦ https://t.co/GudEyLdlG6,Ras
samsonjakarta,@pujianiSN @niniek2504 @aniesbaswedan @Kemdikbud_RI Fanatik terhadap agama sendiri dgn menjalankan perintah nya ituâ€¦ https://t.co/FgVBDCXYAZ,Agama
mafnyun,"Sambut DOB Provinsi Papua Tengah, Masyarakat Adat Nabire Hibah Lahan Bangun Kantor Gubernur
 https://t.co/AtTwgtoVCY
 Booster Tekan Covid",Ras
RafliPadang,"@kr1t1kp3d45_pro Ada dua hal yang ingin menghancurkan Islam di Idonesia :
 1 . Kristen yang ingin menjadi agama no.1â€¦ https://t.co/o5xAXDyXtX",Agama
hailkucing,"Normalisasi nikahan di kua aja plsðŸ˜©
 Anxiety bgt kalo harus ada adat atau jejeran",Ras
BangKadrun77,"DALIL apa , jgn berpikir elu pake sorban,trus gelar KH trus sudah pasti BERIMAN ....Agama aja yang lu bawa sebagaiâ€¦ https://t.co/L35zh0sVLu",Agama
kingabdulahadam,@ruhutsitompul Malu ya ngurus agama mu sendiri bab?,Agama
awesomecemok,"@abdulhadiawang Tapi rasul tidak akan bersekongkol dgn penguasa yg merasuah, sogok menyogok. Kepimpinan dan akhlakâ€¦ https://t.co/vlYiftSYfj",Netral
maemiapayo,"@UGM_FESS Belum nder
 
 Agama baik + akhlaknya pun juga baik
 
 Kalo cuma ilmu agamanya doang yang baik tapi akhlaknya ga baik ya jangan deh :"")",Netral
Thewhitedick1,@Mansi_38 Uff man karta hai daba ke ras nikal luðŸ˜˜,Agama
IndraM22416683,"Contoh tweet golongan kapirun yg suka menghina budaya Islam dan Arab, padahal Yesus mereka aja dari gurun",Agama
Budi_2232,"PENGURUS BARU HMI dari BANDUNG pakai KALUNG SALIB..ðŸ¤ª
 
 Jangan langsung nuduh-nuduh.. periksa dulu orangnya sampai jaâ€¦ https://t.co/IphITiRd5K",Netral
noturacae,Suka banget liat cowo pake baju adat lengkap,Ras
kpertiwi29,"Tukin yg sehat mendorong budaya kerja yg sehat. Dan sebaliknya. 
 
 The material and the cultural shape one another.",Netral
anigeuraeso,Iya kalo anak mudanya gak ikut kebawa budaya manusia kolonial ðŸ˜¬,Netral
LSasahi,"@maman1965 Berusaha menghormati adat istiadat lokal, setiap kali menyeberang di perlintasan kereta api stasiun tuguâ€¦ https://t.co/a8dIijmr9K",Netral
garfilll,"Dalam budaya patriarki, kebanyakan perempuan harus rela membunuh mimpinya agar bisa menjadi ibu yang baik untuk anaâ€¦ https://t.co/ZAlVVmEa4m",Netral
yedidakaren_,"Salah satu orang yang lompat pagar dan dengan narasinya membuat kalimat segregatif yang primordial ðŸ™‚. 
 
 Padahal bebâ€¦ https://t.co/iPkWszkIq8",Netral
DDaewokas,"@Yulia_NS79 @Maya83206301 Yg suka umbar2 agama dimedsos biasanya gak bisa ngaji, sholat bolong2, dan irit sedekah!""",Agama
aklaqul_k,"@Stonya16 @Budiset17840106 @abu_waras Benar, aceh dg dibuka blok arun mk byk pendtg luar n asing, dr situlah awal kâ€¦ https://t.co/QuYVEZymg4",Netral
cimolkacang,@sbyfess Cocok2an nder n di setiap kulit hasilnya beda beda,Netral
Davidmaulana68,@msaid_didu Trus knapa loe diam sja di saat roy suryo menghina agama budha.. jadi kalo golongan loe yg bikin gaduhâ€¦ https://t.co/An0nsS56IU,Agama
arisjatmika,Itulah kenapa saya akan masukkan anak saya ke sekolah swasta saja...,Netral
YeremiaT3,"@lionhea7t Pengamat Ungkap Radikalisme Banyak Terjadi di Dunia Pendidikan dan Agama
 Booster Tekan Covid
 https://t.co/OLMxjcW2J7",Agama
travis_deck1,"@lionhea7t Pengamat Ungkap Radikalisme Banyak Terjadi di Dunia Pendidikan dan Agama
 Booster Tekan Covid
 https://t.co/2Pzbbi6Aqm",Agama
Aldiandwi18,Musim panas dimana ingin pergi ke pantai tapi takut kulit jadi hitam,Ras
shopeeyahuud,"@ohmybeautybank Aku mantan pengguna acnes beberapa taun lalu, aku pake lebih dari 4 tahunan sampe akhirnya tau skinâ€¦ https://t.co/OIMpsgFEdd",Netral
kharizin,"@ekowboy2 Sebagai penganut Agama Islam, dalam melakukan Ijab Qabul lebih baiknya pakai bahasa Arab, dan di kdaerahâ€¦ https://t.co/iwgZRUvmyY",Agama
gggggajelass,"@caajya mjb, biasanya orang yang baru belajar ilmu baru tu berasa paling ahli. dan kalo emang dia paham agama pun gâ€¦ https://t.co/itUvuGfLZz",Agama
Kemendag,"7. Kemudian, harga daging ayam ras Rp35.000/kg, bawang merah Rp40.000/kg, bawang putih kating Rp28.000/kg, cabai meâ€¦ https://t.co/OyYk7HH8CL",Netral
gloryeus,Di foto itu itu setelah sekali pemakaian ya. Biasanya dlm seminggu aku suka pake 2-3 kali. Didiemin nya cukup 10-15â€¦ https://t.co/0yZA9YyXjn,Netral
adri7537,@Ryu53944310 @JoloTundo15 Penistaan kuburan,Agama
karawangfess,"Gokar, disini ada yg prodi sastra indo/pend.bhs indo? Pokonya siapapun itu yg lg butuh atau lg nyari novel2, buku bâ€¦ https://t.co/quQlxSB7fD",Netral
choymarkochoy,"Ajaran bukan paksaan, 
 
 Jadi tugasnya mengajarkan dan mengajak ke baikan sesuai tuntutan agama, 
 Bukan agama yg menâ€¦ https://t.co/m2GZlE7Hcd",Netral
Temadur3,"@_ekokuntadhi Bagi Saya yg Islam JUGA, JILBAB BUKAN KEWAJIBAN AGAMA.",Agama
ivantttsss,"Min @Prodia_Lab, kalo mau tes alergi tertentu bisa tes apa namanya di app? Dan perlukah surat pengantar dokter?
 Kelâ€¦ https://t.co/fW9zXzss9l",Netral
Shreyas66994939,"@Khadija23418078 @KreatelyMedia Hindu kafir hai aisa teri aasmani kitaab kehti hai, hindu muslim bhaichara dhong hai",Agama
IndraM22416683,@mega_tjoeng Heran lu kan kapir? Tp kok sok ikut2an tatacara menikah budaya muslim?,Agama
BMasyroni,"@St_Maryam_ Mungkin ini perlu dikonfirmasi dulu atau gimana? Cebong Kafir di medsos byk yg nyaru sbg muslim, krm klâ€¦ https://t.co/iNGuSLSiWv",Agama
MatunWong,"@1010100ecce @kumparan kalo misal gak mau ada atribut agama, jangan idup di Indonesia.. idup di china, mereka melarâ€¦ https://t.co/gSk1jS6h0g",Ras
OliviaY72410089,"No Hallo ...
  
 Saya Olivia Yuli Kartika Sari asal Nganjuk dari fakultas Ilmu Sosial dan Ilmu budaya Program Studi Sâ€¦ https://t.co/WwWFz5zZOq",Netral
nktprap,"Saya mah skip ya ama budaya korea yg itu, ngikutin idol biar hepi malah kadang stres sendiri juga sesuatu yg bukanâ€¦ https://t.co/odgK1Lo5HJ",Ras
kakamilo91,@Mulut_Cabai ini bukan budaya kito.,Ras
McdonaldPaman,@Singgih_permdi @Sarkum09110094 @emerson_yuntho Susah kalau memang ga ngerti syariat.. Gausah ngurusin agama orang.â€¦ https://t.co/iKFZcp55Og,Agama
antipati88,@ruhutsitompul Bukan agama kau mpul.... ngapain kau yang sibuk? Urus aja telinga ama agama kau sendiri mpul ....,Agama
Kang_Anuw,@asboediono_id @asboedionoid Dulu menjunjung tinggi nilai2 pancasila &amp; kebhinekaan aku kira indonesia akan jadi lebâ€¦ https://t.co/03FPrSgTbd,Netral
Mr_bob1916,"Nikah beda agama adl contoh nyata toleransi beragama dlm lingkup kecil. 
 Memahami&amp;meyakini bahwa Agama adl panduanâ€¦ https://t.co/fmzPZPOqUw",Agama
Ngopi_Iteng,@Alilkha1 @serichez @andreasharsono @Itjen_Kemdikbud @hrw Kebanyakan belajar agama nih pasti orang pikirannya ngentod terus..,Agama
Dewimas09,"@Askrlfess Dpt dr tt tp menurutku ini benar, orang yg paham agama tidak akan merendahkan siapapun dan bisa menempatâ€¦ https://t.co/oSCyWcMoQK",Agama
FurqonJimmy,@BengkeltanahONE @woda_johan CEPAT MAMPUS.... BAJINGAN BERKEDOK AGAMA,Agama
outxfservice,@bukanayamacc Ramai org bela sajat ni sbb dia ada typical beauty je. Tetek besar bontot besar. Kulit flawless putihâ€¦ https://t.co/0JiwnJIJLX,Ras
hendrapradhana,Harusnya memang seperti ini sejak dulu..,Netral
IndraM22416683,"@Muhammad_Saewad @mega_tjoeng &amp; @jumianto_RK mereka itu bukan muslim dan kafir sebutan nya, sebodoh2 nya manusia adâ€¦ https://t.co/4k1u6a754t",Agama
Angger_No_Trio,@wildzzz_ @iamluckyrow @kintut_ @rayhannoor Lah biasalah budaya komen dulu sebelum melihat. Padahal katanya kalau tâ€¦ https://t.co/UfuDL6hCVG,Ras
AndiePeci,"Ahyudin, Novariadi Imam Akbari, Heryana Hermai &amp; Ibnu Khajar 
 
 Para petinggi ACT yg telah jd tersangka penyelewengaâ€¦ https://t.co/F0Sh8X9d96",Netral
YAOIBASERP,"Hei kalau adat konoha gimana? Kamu terlihat menggiur kan, cocok dimakan untuk makan siang -DK https://t.co/XHS5ddMX3d",Ras
frenchfiras,sumpah iyaaa seragam skrng kyk syarâ€™i gitu anjir floop gasuka ðŸ˜­ðŸ˜­ðŸ˜­ gue gapake hijab disinisin guru agama si monyet eâ€¦ https://t.co/MEEF8WdetJ,Agama
nrlizzah_ysf,@AliffMustafa180 Banyak cara sbnrnya..tp mesti step by step dan jangan push.. rilex2 n chill je..jdkan budaya membaâ€¦ https://t.co/t76zyeUJsr,Netral
AirinAirin_NZ,"Kita bicara soal Si Kafir.
 Mulutnya emant Kasar.
 Tp di Bersih, Jujur &amp; Anti Korupsi..
 
 Kadrun Bicara soal Abud kataâ€¦ https://t.co/hUCKUriPgY",Agama
Jaga5_sila,"Kalau pake HP, Kendaraan, makanan, minuman, baju, bikinan kafir boleh gak? 
 
 Hidupmu susah bngt Us..
 
 Nelangsa terâ€¦ https://t.co/ihBVlgHZHb",Agama
jagalkadrun1312,INI BUKAN HOAKS DAN NGARANG2... INI FIX BENAR DAN FAKTA YG TERJADI... TERNYATA ADA YG NGAKU CUCU NABI TAPI DOANYA Kâ€¦ https://t.co/h3iV3pYl0j,Agama
lyfesuc,"Aku turn off dengan orang yang suka tengok mukbang ni, jijik sial tengok orang makan banyak banyak siap bunyi bagai",Netral
JokoPinokio,"Nah... aku ketemu ciptaan TUHAN yang tahu mengelola Akal Sehatnya, seperti yang diperintahkan.
 
 ðŸ™ðŸ‘ Salut saya buatâ€¦ https://t.co/CqO6dvN57q",Agama
brilliananta,"@selecxtive Ni cinta beda agama sebenarnya ceritanya wkwkwk, bxb sih",Agama
DiajengLrst,@etnafst IYALAH LANGSUNG JIJIK BGT WKWKWK,Ras
CindyOkaaaaa,"Hallo sobat maba...
  
 Saya Cindy Oka Sesilia dari Fakultas Ilmu Sosial dan Ilmu Budaya program studi Sosiologi
 
 Temâ€¦ https://t.co/rZpZImqzCE",Netral
caajya,"Suka heran sama manusia yang berani buat kasar dan merasa paling benar dengan embelÂ² aturan agama.
 
 Gue jadi ambilâ€¦ https://t.co/xJiC5XMF5G",Agama
TetapSe45954241,@ruhutsitompul Elu Kristen. Ga usah ikut2an ngurusin agama orang Islam. KON**L,Agama
caajya,"Saat dia menentang seseorang, dia ga memikirkan toleransi dengan agama lain, cara penyampaiannya kasar dan memandanâ€¦ https://t.co/DNB1hVQsnR",Agama
bebiuluve,@roastarscy Gak beda agama gak seru,Agama
lotushere_,elok sangat ke doakan kesakitan orang lain? cuba kalau orang bukan muslim doakan benda tak baik cakap kau useless kâ€¦ https://t.co/BwRC5XCpjF,Agama
tanyarlfes,"pengen deh punya kulit putih, pake apa aja cocok, lipstik warna apa aja cocok, gausah takut di ledekin lutut item kalo pake celana pendek ðŸ’š",Ras
sesar_arief,"@Godblessus16_ penghinaan kepada agama lebih kental disini , dan itu sudah masuk ranah menistakan agama'",Agama
antipati88,@JuadiSarimo @Dennysiregar7 Lah kau pakai apa sekarang tong? Kau pakai pakaian adat kau sekarang??? Bodoh jangan keâ€¦ https://t.co/b4e6PggHEf,Ras
muthabir00,"@rusydmzlnd @lahsyazanike @ddmnluv AGAMA, kau tidak faham pergi belajar, tanya ust kamu, jangan jahilkan diri kemudâ€¦ https://t.co/uV69qOJcTx",Netral
AdeeologyTweets,Bergemanya azan pada pukul 1:22 tengah hari tadi telah menandakan masuknya waktu solat fardhu Zohor buat Kuala Lumpâ€¦ https://t.co/5qTGUueYFB,Netral
eeelin_,"@ajinnieeeeee @ohmybeautybank Aku tuangin ke kapas tipis lsg dipakein ke muka, sebelumnya pake toner yg buat ngehidâ€¦ https://t.co/0MrGTy5PBH",Netral
alexander19th,Masyarakat agar hatiÂ² dan sadar bahwa para pengemis suara itu hanya mempermainkan agama untuk kepentingan pribadi dâ€¦ https://t.co/bbWIpYoige,Agama
TommySuprapto2,@SeruniPuspaAlam Salah ngaji dan mabuk agama sedemikian rupa sehingga gerombolan ini menganut faham tunggal kebenarâ€¦ https://t.co/kwK6ptsjWu,Agama
rezalamirul,Orang cakap sesat nanti marah pulak..asyik la mendatangkan fitnah pada agama sendiri ðŸ˜“,Agama
vynval,Jeannie Gabriel Samvero siswi yang duduk di kelas XI jurusan Tata Kecantikan Kulit dan Rambut SMK PGRI 1 ini menunjâ€¦ https://t.co/kH8SA81dhg,Netral
beras5kg,"Yg kyk gini mending diantemi rame2, tp yaa emg budaya korup drdulu emg mendarah dagingn jgankan negeri yg perusahaaâ€¦ https://t.co/Bcx09gCmDb",Ras
nasri_725,"@DokterTifa @aniesbaswedan Msh ada yg blg klo politisasi agama msh ga ada?
 Nih contoh nyata ga pake malu alias teraâ€¦ https://t.co/mjJAu0WtIy",Agama
AizatSays,@SheikhMustaali Yang orang nampak pasal kes related dengan JAKIM + gender + agama dia je tapi ramai tak nampak (orâ€¦ https://t.co/344wjRkjWi,Agama
hendrisyahriza2,"Tokoh agama di papua kecam penyerangan KSTP
 
 Booster Tekan Covid https://t.co/3flV32iXpI",Ras
Angga_RU,"Katanya seniman. Nguri-uri budaya adiluhung, kok di sela-sela bumbung gender isinya ginian? Hihhh apaan coba? ðŸ˜¬â€¦ https://t.co/kt6uo0t6jw",Ras
Palakaopeyang,@riennyakamu @gadisresidu_b3 Kasi aja label agama.. Niscaya smua lancar...,Agama
wwijayaa_,"Dulu pas kuliah ada dosen yang begini juga ke temenku (emang dia satu satunya yg gak berkrudung
 
 Singkatnya, she saâ€¦ https://t.co/1e9mUaR7qg",Agama
WawanSe74753141,"Wajar kulit ku burik karna main nya di bawah trik matahari,bukan di bawah gemerlap lampu diskotik ðŸ˜­ðŸ˜­ https://t.co/a3RiUoW6tH",Ras
ilmlandhc,Mamahnya doi ga restuin doi sama cewenya gara2 beda agama jadi yah berujung begitu. Masalahnya nih yaa aku tuh udahâ€¦ https://t.co/Be4eg0F3oI,Agama
Askrlfess,"[Askrl] aku kalo habis keramas, kulit kepalaku selalu gatel dan panas, udah ganti shampo lain juga tetep. Apa itu sâ€¦ https://t.co/w4ae1oI5Lt",Netral
jatimNow,"""Tempat ibadah ini walaupun tempat ibadah agama Buddha tetapi masyarakat di sekitar sini luar biasa toleransinya,""â€¦ https://t.co/7IizkS29nc",Netral
JayaArifin2,"Tu kan rang jawa...
 
 https://t.co/WULJ57PFu6",Ras
MatunWong,"@1010100ecce @kumparan oiya soal pepsodent siwak ya sama kayak sabun daun sirih, cuman marketing. siwak tuh sikat gâ€¦ https://t.co/a0ryFvvvqr",Netral
patteruam,"alhamdulillah ortunya open minded pol jd tiap bahas agama ga yg sambil emosi, mereka nerima bgt perbedaannya wkwk pâ€¦ https://t.co/JNB5XB9TDA",Agama
CsKulit,"@usernamemusiapa Salamat pagi pak, trima kasih atas sarannya.
 Kita sementara ini pakai 2 admin pak, @demak625â€¦ https://t.co/JuRPvcoJZI",Netral
ZakiAnw44403852,@AliyaAl22983892 @Nidafatima111 Lagta hai.. Inko bhi kisi Kafir sai mohobat hai,Agama
ikan__asin,"@Askrlfess Ga gituuuu &gt;:( perempuan yang paham agama ga bakal gituuðŸ™„
 
 https://t.co/VfFtj562qX https://t.co/HJ4cuiCxTP",Agama
MyGamingLyfe,"@Yes_Ma_G Semua kaum dari B40 kemisikinan je struggle, tu betul tapai kalau tengok dari sudut warna kulit, memang Iâ€¦ https://t.co/N5xF1RmeLE",Ras
doomedzry,@Iamzp_ Malas membaca dan rasuah budaya orang malaysia,Netral
LobiaMartha,Anis gk bakalan masuk surga Drun!!! https://t.co/AtC9Lg1Oj3,Agama
almurtadin,@___iskndr_ Cakap macam tak belajar agama sendiri je kamu ni. Kamu pon tahu kan kalau muslim keluar islam hukumnyaâ€¦ https://t.co/weFCC8z3Sv,Agama
FahrezaJenkins,@egijapan Ras apaa aja itu? Bule cina jawa pinoy?,Ras
SinyoLee12,@Hilmi28 Amiiinnn...... Salam budaya Indonesia.....,Ras
lvkyuala,"@kataananaa @ohmybeautybank st ku jga dry skin kak dan bagus2 aja si, awal pas apply emg keliatan kek kurang nyatuâ€¦ https://t.co/2x0ZyiO8HF",Netral
KisahUtopia,"@JerichoAr Sesaat kemudian, pria itu memikirkan ulang kata-katanya. Sepertinya mereka dibesarkan di keluarga denganâ€¦ https://t.co/LbXbuvYlfs",Netral
GTVID_News,Perhelatan ASEAN Para Games ke 11 di gelar mulai Sabtu 30 Juli hingga 6 Agustus 2022 mendatang. Berbagai persiapanâ€¦ https://t.co/GlnONDwCnb,Netral
konoha2022,@Android_AK_47 makin jijik aj sama aparat,Ras
carangkerep,@satriadjenar @mohmahfudmd Jangan bermuka dua pak..siksa akherat itu pedih. Bpk paham agama dg baik semua statementâ€¦ https://t.co/OlcT7uqWx5,Agama
Moshewd1,@rednesia Yah kalau mau melestarikan tradisi mbok yah milih-milih. Ini kok yg dilestarikan budaya korup.,Ras
detik_bali,"Fakta-fakta Terkait Aksara Bali, Mulai Sejarah hingga Jenisnya Lengkap https://t.co/DgooN0vpSM",Ras
cah__ndeso77,"Jualan Agama di Indonesia memang paling gampang, contohnya seperti yang di lakukan si Bahar https://t.co/Ni2Ib44lpI",Netral
bakanosan,@msaid_didu Mungkin tidak pede dgn agama sendiri... ðŸ˜Œ,Agama
mentimunbongkok,@andreasharsono dulu ada propaganda islam abangan seolah2 ini kelas rendah dalam kasta agama,Agama
patteruam,"pas nemu pasangan yg baik, ortunya baik, keluarganya jg baik tp kenapa musti beda agama ancok adaaa aja halangan buat bahagia",Agama
WahidJakaria,Budaya antri harus dilestarikan yak biar tertib,Netral
BangZoelva,"@Aryadwihandoko2 @f_uthabarat @Devi_L_Laksmi @MNW_MNW_MNW Kan yg mudah jual agama dgn masyarakat yg bodoh,jdi yg liâ€¦ https://t.co/1xSpu3B10l",Agama
Desihafiyatulh3,"""Negara Indonesia memiliki banyak keanekaragaman budaya. Nah..Salah satu untuk menjaga budaya lokal kita dari pengaâ€¦ https://t.co/xIONZcXDWO",Netral
RYahyaBY1,"@dina_sulaeman Itulah adab ahlak yang ada di mereka Bu. Sekali2 ditanggapi, pun dengan kalimat santun, balas merekaâ€¦ https://t.co/Gx5VFao9DW",Netral
shimajirooo000,@Erie_Ganang @ruhutsitompul @AminollahDj Kafir bungul cem si @ChusnulCh__ dia bang ðŸ¤£,Agama
arsgw_dice,"Gue dulu sma buluk bgt, krn gasuka dibilang cantik sama cowo2
 Tp gue sadar itu dg cara itu, pd jangka waktu lama ngâ€¦ https://t.co/Ve93rMtYJ7",Ras
s00_09,"Tapi apapun itu jadinya, yang paling penting semoga berguna bagi nusa bangsa dan agama. INI YANG PERTAMA DAN PALIâ€¦ https://t.co/bRLYQcfhZ4",Agama
mbakabi,"Bahkan banyak perempuan yang mengorbankan keinginannya, mimpinya, dan pekerjaannya hanya demi membuat laki - lakinyâ€¦ https://t.co/GUrthXvcXP",Netral
