Date,gold_price,snp500_price,usdollarindex_price,crudeoil_price
2010-05-28,1215.0,1089.4,86.48,73.97
2010-05-31,1226.9,1051.4,86.59,57.588
2010-06-01,1091.6200000000001,1070.7,86.64,72.58
2010-06-02,1222.6,1098.4,86.79,72.86
2010-06-03,1210.0,1102.8,87.14,74.61
2010-06-04,1217.7,1064.9,88.23,71.51
2010-06-07,1240.8,1050.5,88.41,71.44
2010-06-08,1245.6,1062.0,88.39,71.99
2010-06-09,1229.9,1055.7,87.9,74.38
2010-06-10,1222.2,1086.8,87.17,75.48
2010-06-11,1230.2,1091.6,87.51,73.78
2010-06-14,1224.5,1089.6,86.51,75.12
2010-06-15,1234.4,1115.2,85.98,76.94
2010-06-16,1230.5,1114.6,86.08,77.67
2010-06-17,1248.7,1116.0,85.69,76.79
2010-06-18,1258.3,1117.5,85.7,77.18
2010-06-21,1240.7,1113.2,85.93,77.82
2010-06-22,1240.8,1095.3,86.11,77.21
2010-06-23,1234.8,1092.0,85.74,76.35
2010-06-24,1245.9,1073.7,85.73,76.51
2010-06-25,1256.2,1076.8,85.31,78.86
2010-06-28,1238.6,1074.6,85.65,78.25
2010-06-29,1242.4,1041.2,86.03,75.94
2010-06-30,1245.9,1030.7,86.02,75.63
2010-07-01,1206.7,1027.4,84.72,72.95
2010-07-02,1207.7,1022.6,84.43,72.14
2010-07-05,1195.1,1334.1,84.61,83.91600000000001
2010-07-06,1213.0,1028.1,84.08,71.98
2010-07-07,1198.9,1060.3,83.82,74.07
2010-07-08,1196.1,1070.2,83.82,75.44
2010-07-09,1209.8,1078.0,83.95,76.09
2010-07-12,1198.7,1078.8,84.2,74.95
2010-07-13,1213.5,1095.3,83.64,77.15
2010-07-14,1207.0,1095.2,83.43,77.04
2010-07-15,1208.3,1096.5,82.56,76.62
2010-07-16,1188.2,1064.9,82.49,76.01
2010-07-19,1181.9,1071.2,82.51,76.54
2010-07-20,1191.7,1083.5,82.75,77.44
2010-07-21,1191.8,1069.6,83.39,76.56
2010-07-22,1195.6,1093.7,82.59,79.3
2010-07-23,1187.8,1102.7,82.46,78.98
2010-07-26,1183.1,1115.0,82.09,78.98
2010-07-27,1158.0,1113.8,82.19,77.5
2010-07-28,1160.4,1106.1,82.18,76.99
2010-07-29,1171.2,1101.5,81.64,78.36
2010-07-30,1183.9,1101.6,81.54,78.95
2010-08-02,1185.4,1125.9,80.94,81.34
2010-08-03,1187.5,1120.5,80.6,82.55
2010-08-04,1195.9,1127.2,80.89,82.47
2010-08-05,1199.3,1125.8,80.83,82.01
2010-08-06,1205.3,1121.6,80.41,80.7
2010-08-09,1202.6,1127.8,80.71,81.48
2010-08-10,1198.0,1121.1,80.8,80.25
2010-08-11,1199.2,1089.5,82.29,78.02
2010-08-12,1216.7,1083.6,82.64,75.74
2010-08-13,1216.6,1079.2,82.95,75.39
2010-08-16,1226.2,1079.4,82.53,75.24
2010-08-17,1228.3,1092.5,82.23,75.77
2010-08-18,1231.4,1094.2,82.22,75.42
2010-08-19,1235.4,1075.6,82.45,74.43
2010-08-20,1228.8,1071.7,83.06,73.46
2010-08-23,1228.5,1067.4,83.12,73.1
2010-08-24,1233.4,1051.9,83.15,71.63
2010-08-25,1241.3,1055.3,83.26,72.52
2010-08-26,1237.7,1047.2,82.93,73.36
2010-08-27,1237.9,1064.6,82.92,75.17
2010-08-30,1239.2,1048.9,83.16,74.7
2010-08-31,1250.3,1049.3,83.2,71.92
2010-09-01,1248.1,1080.3,82.52,73.91
2010-09-02,1253.4,1090.1,82.46,75.02
2010-09-03,1251.1,1104.5,82.1,74.6
2010-09-06,1259.3,1385.48,82.04,91.18200000000002
2010-09-07,1379.8200000000002,1091.8,82.82,74.09
2010-09-08,1257.5,1098.9,82.58,74.67
2010-09-09,1250.9,1104.2,82.67,74.25
2010-09-10,1246.5,1109.5,82.7,76.45
2010-09-13,1247.1,1121.9,81.91,77.19
2010-09-14,1271.7,1121.1,81.08,76.8
2010-09-15,1268.7,1125.1,81.49,76.02
2010-09-16,1273.8,1124.7,81.24,74.57
2010-09-17,1277.5,1125.6,81.4,73.66
2010-09-20,1280.8,1142.7,81.33,74.86
2010-09-21,1274.3,1139.8,80.44,73.52
2010-09-22,1292.1,1134.3,79.83,74.71
2010-09-23,1296.3,1124.8,80.01,75.18
2010-09-24,1298.1,1148.7,79.39,76.49
2010-09-27,1298.6,1142.2,79.34,76.52
2010-09-28,1308.3,1147.7,79.01,76.18
2010-09-29,1310.3,1144.7,78.69,77.86
2010-09-30,1309.6,1141.2,78.72,79.97
2010-10-01,1317.8,1146.2,78.09,81.58
2010-10-04,1316.8,1137.0,78.45,81.47
2010-10-05,1340.3,1160.8,77.75,82.82
2010-10-06,1347.7,1160.0,77.39,83.23
2010-10-07,1335.0,1158.1,77.39,81.67
2010-10-08,1345.3,1165.2,77.33,82.66
2010-10-11,1354.4,1165.3,77.44,82.21
2010-10-12,1346.7,1169.8,77.36,81.67
2010-10-13,1370.5,1178.1,77.07,83.01
2010-10-14,1377.6,1173.8,76.65,82.69
2010-10-15,1372.0,1176.2,77.04,81.25
2010-10-18,1372.1,1184.7,76.93,83.08
2010-10-19,1336.0,1165.9,78.18,79.49
2010-10-20,1344.2,1178.2,77.17,81.77
2010-10-21,1325.6,1180.3,77.42,80.56
2010-10-22,1325.1,1183.1,77.47,81.69
2010-10-25,1338.9,1185.6,77.1,82.52
2010-10-26,1338.6,1185.6,77.71,82.55
2010-10-27,1322.6,1182.5,78.15,81.94
2010-10-28,1342.5,1183.8,77.31,82.18
2010-10-29,1357.6,1183.3,77.27,81.43
2010-11-01,1350.6,1184.4,77.3,82.95
2010-11-02,1356.9,1193.6,76.72,83.9
2010-11-03,1337.6,1198.0,76.48,84.69
2010-11-04,1383.1,1221.1,75.88,86.49
2010-11-05,1397.7,1225.8,76.55,86.85
2010-11-08,1403.2,1223.2,77.03,87.06
2010-11-09,1410.1,1213.4,77.44,86.72
2010-11-10,1399.3,1218.7,77.63,87.81
2010-11-11,1403.3,1213.5,78.22,87.81
2010-11-12,1365.5,1199.2,78.08,84.88
2010-11-15,1368.5,1197.8,78.52,84.86
2010-11-16,1338.4,1178.3,79.21,82.34
2010-11-17,1336.9,1178.6,79.08,80.44
2010-11-18,1353.0,1196.7,78.62,81.85
2010-11-19,1352.3,1199.7,78.5,81.51
2010-11-22,1357.8,1197.8,78.68,81.74
2010-11-23,1377.6,1180.7,79.68,81.25
2010-11-24,1373.0,1198.3,79.87,83.86
2010-11-25,1362.4,1299.4599999999998,79.87,94.22999999999999
2010-11-26,1258.96,1189.4,80.36,83.76
2010-11-29,1367.5,1187.8,80.83,85.73
2010-11-30,1386.1,1180.5,81.19,84.11
2010-12-01,1388.3,1206.1,80.71,86.75
2010-12-02,1389.3,1221.5,80.3,88.0
2010-12-03,1406.2,1224.7,79.38,89.19
2010-12-06,1416.1,1223.1,79.57,89.38
2010-12-07,1409.0,1223.8,79.86,88.69
2010-12-08,1383.2,1228.3,80.0,88.28
2010-12-09,1392.8,1233.0,80.07,88.37
2010-12-10,1384.9,1240.4,80.07,87.79
2010-12-13,1398.0,1240.5,79.28,88.61
2010-12-14,1404.3,1241.6,79.37,88.28
2010-12-15,1386.2,1235.2,80.26,88.62
2010-12-16,1371.0,1242.9,80.18,87.7
2010-12-17,1379.2,1243.9,80.37,88.02
2010-12-20,1386.1,1247.1,80.63,88.81
2010-12-21,1388.8,1254.6,80.72,89.82
2010-12-22,1387.4,1258.8,80.73,90.48
2010-12-23,1380.5,1256.8,80.5,91.51
2010-12-24,1434.52,1541.04,80.5,96.902
2010-12-27,1382.9,1257.5,80.37,91.0
2010-12-28,1405.6,1258.5,80.36,91.49
2010-12-29,1413.5,1259.8,79.8,91.12
2010-12-30,1405.9,1257.9,79.52,89.84
2010-12-31,1421.4,1257.6,79.03,91.38
2011-01-03,1422.9,1271.9,79.13,91.55
2011-01-04,1378.8,1270.2,79.44,89.38
2011-01-05,1373.7,1276.6,80.26,90.3
2011-01-06,1371.7,1273.8,80.79,88.38
2011-01-07,1368.9,1271.5,81.01,88.03
2011-01-10,1374.1,1269.8,80.88,89.25
2011-01-11,1384.3,1274.5,80.85,91.11
2011-01-12,1385.8,1286.0,80.03,91.86
2011-01-13,1387.0,1283.8,79.19,91.4
2011-01-14,1360.5,1293.2,79.16,91.54
2011-01-17,1368.2,1280.6799999999998,79.34,93.44800000000001
2011-01-18,1434.9199999999998,1295.0,78.96,91.38
2011-01-19,1370.2,1281.9,78.64,90.86
2011-01-20,1346.5,1280.3,78.82,88.86
2011-01-21,1341.0,1283.3,78.21,89.11
2011-01-24,1344.5,1290.8,78.05,87.87
2011-01-25,1332.3,1291.2,78.0,86.19
2011-01-26,1333.0,1296.6,77.9,87.33
2011-01-27,1318.4,1299.5,77.73,85.64
2011-01-28,1341.7,1276.3,78.13,89.34
2011-01-31,1334.5,1286.1,77.73,92.19
2011-02-01,1340.3,1307.6,77.07,90.77
2011-02-02,1332.1,1304.0,77.16,90.86
2011-02-03,1353.0,1307.1,77.75,90.54
2011-02-04,1349.0,1310.9,78.04,89.03
2011-02-07,1348.2,1319.0,78.03,87.48
2011-02-08,1364.1,1324.6,78.0,86.94
2011-02-09,1365.5,1320.9,77.64,86.71
2011-02-10,1362.5,1321.9,78.25,86.73
2011-02-11,1360.4,1329.2,78.46,85.58
2011-02-14,1365.1,1332.3,78.61,84.81
2011-02-15,1374.1,1328.0,78.57,84.32
2011-02-16,1375.1,1336.3,78.22,84.99
2011-02-17,1385.1,1340.4,78.0,86.36
2011-02-18,1388.6,1343.0,77.66,86.2
2011-02-21,1401.1,1200.94,77.69,84.576
2011-02-22,1397.02,1315.4,77.77,93.57
2011-02-23,1414.0,1307.4,77.41,98.1
2011-02-24,1415.8,1306.1,77.06,97.28
2011-02-25,1409.3,1319.9,77.28,97.88
2011-02-28,1409.9,1327.2,76.89,96.97
2011-03-01,1431.2,1306.3,77.05,99.63
2011-03-02,1437.7,1308.4,76.67,102.23
2011-03-03,1416.4,1331.0,76.48,101.91
2011-03-04,1428.6,1321.2,76.4,104.42
2011-03-07,1434.5,1310.1,76.5,105.44
2011-03-08,1427.2,1321.8,76.8,105.02
2011-03-09,1429.6,1320.0,76.72,104.38
2011-03-10,1412.5,1295.1,77.28,102.7
2011-03-11,1421.8,1304.3,76.78,101.16
2011-03-14,1424.9,1296.4,76.35,101.19
2011-03-15,1392.8,1281.9,76.33,97.18
2011-03-16,1396.1,1256.9,76.68,97.98
2011-03-17,1404.2,1273.7,76.04,101.42
2011-03-18,1416.1,1279.2,75.72,101.07
2011-03-21,1426.4,1298.4,75.4,102.33
2011-03-22,1427.6,1293.8,75.41,104.0
2011-03-23,1438.0,1297.5,75.79,105.75
2011-03-24,1434.9,1309.7,75.66,105.6
2011-03-25,1426.2,1313.8,76.22,105.4
2011-03-28,1419.9,1310.2,76.13,103.98
2011-03-29,1416.2,1319.4,76.25,104.79
2011-03-30,1424.9,1328.3,76.12,104.27
2011-03-31,1439.9,1325.8,75.86,106.72
2011-04-01,1428.9,1332.4,75.83,107.94
2011-04-04,1433.0,1332.9,75.91,108.47
2011-04-05,1452.5,1332.6,75.88,108.34
2011-04-06,1458.5,1335.5,75.51,108.83
2011-04-07,1459.3,1333.5,75.58,110.3
2011-04-08,1474.1,1328.2,75.07,112.79
2011-04-11,1468.1,1324.5,75.06,109.92
2011-04-12,1453.6,1314.2,74.85,106.25
2011-04-13,1455.6,1314.4,74.98,107.11
2011-04-14,1472.4,1314.5,74.69,108.11
2011-04-15,1486.0,1319.7,74.83,109.66
2011-04-18,1492.9,1305.1,75.5,107.12
2011-04-19,1495.1,1312.6,75.03,108.15
2011-04-20,1498.9,1330.4,74.37,111.45
2011-04-21,1503.8,1337.4,74.0,112.29
2011-04-22,1681.48,1233.3,74.0,95.728
2011-04-25,1509.1,1335.2,73.99,112.28
2011-04-26,1503.5,1347.2,73.84,112.21
2011-04-27,1517.1,1355.7,73.52,112.76
2011-04-28,1531.2,1360.5,73.12,112.86
2011-04-29,1556.4,1363.6,72.93,113.93
2011-05-02,1557.1,1361.2,72.95,113.52
2011-05-03,1540.4,1356.6,73.14,111.05
2011-05-04,1515.3,1347.3,73.03,109.24
2011-05-05,1481.4,1335.1,74.19,99.8
2011-05-06,1491.6,1340.2,74.84,97.18
2011-05-09,1503.2,1346.3,74.74,102.55
2011-05-10,1516.9,1357.2,74.61,103.88
2011-05-11,1501.4,1342.1,75.33,98.21
2011-05-12,1506.8,1348.7,75.24,98.97
2011-05-13,1493.6,1337.8,75.76,99.65
2011-05-16,1490.6,1329.5,75.47,97.37
2011-05-17,1480.0,1329.0,75.4,96.91
2011-05-18,1495.8,1340.7,75.47,100.1
2011-05-19,1492.4,1343.6,75.12,98.44
2011-05-20,1508.9,1333.3,75.44,99.49
2011-05-23,1515.4,1317.4,76.1,97.7
2011-05-24,1523.3,1316.3,75.88,99.59
2011-05-25,1526.7,1320.5,75.93,101.32
2011-05-26,1522.8,1325.7,75.55,100.23
2011-05-27,1537.3,1331.1,74.95,100.59
2011-05-30,1536.8,1254.18,74.96,92.45
2011-05-31,1520.3,1345.2,74.64,102.7
2011-06-01,1543.2,1314.5,74.68,100.29
2011-06-02,1532.7,1312.9,74.33,100.4
2011-06-03,1542.4,1300.2,73.78,100.22
2011-06-06,1547.2,1286.2,73.95,99.01
2011-06-07,1544.0,1284.9,73.52,99.09
2011-06-08,1538.7,1279.6,73.93,100.74
2011-06-09,1542.7,1289.0,74.19,101.93
2011-06-10,1529.2,1271.0,74.8,99.29
2011-06-13,1515.6,1271.8,74.51,97.3
2011-06-14,1524.4,1287.9,74.33,99.37
2011-06-15,1526.2,1265.4,75.6,94.81
2011-06-16,1529.9,1267.6,75.75,94.95
2011-06-17,1539.1,1271.5,74.99,93.01
2011-06-20,1542.0,1278.4,75.03,93.26
2011-06-21,1546.4,1295.5,74.54,93.4
2011-06-22,1553.4,1287.1,74.78,95.41
2011-06-23,1520.5,1283.5,75.45,91.02
2011-06-24,1500.9,1268.5,75.67,91.16
2011-06-27,1496.4,1280.1,75.39,90.61
2011-06-28,1500.2,1296.7,75.06,92.89
2011-06-29,1510.4,1307.4,74.69,94.77
2011-06-30,1502.8,1320.6,74.3,95.42
2011-07-01,1482.6,1339.7,74.35,94.94
2011-07-04,1512.7,1249.44,74.28,91.28599999999999
2011-07-05,1525.5,1337.9,74.69,96.89
2011-07-06,1529.2,1339.2,75.12,96.65
2011-07-07,1530.6,1353.2,74.96,98.67
2011-07-08,1541.6,1343.8,75.18,96.2
2011-07-11,1549.2,1319.5,75.99,95.15
2011-07-12,1562.3,1313.6,75.81,97.43
2011-07-13,1585.5,1317.7,75.21,98.05
2011-07-14,1589.3,1308.9,75.25,95.69
2011-07-15,1590.1,1316.1,75.13,97.24
2011-07-18,1602.4,1305.4,75.48,95.93
2011-07-19,1601.1,1326.7,75.22,97.5
2011-07-20,1596.9,1325.8,74.79,98.14
2011-07-21,1587.0,1343.8,74.02,99.13
2011-07-22,1601.5,1345.0,74.2,99.87
2011-07-25,1612.2,1337.4,74.06,99.2
2011-07-26,1616.8,1331.9,73.47,99.59
2011-07-27,1615.1,1304.9,74.09,97.4
2011-07-28,1616.2,1300.7,74.22,97.44
2011-07-29,1631.2,1292.3,73.9,95.7
2011-08-01,1621.7,1286.9,74.26,94.89
2011-08-02,1644.5,1254.0,74.51,93.79
2011-08-03,1666.3,1260.3,74.04,91.93
2011-08-04,1659.0,1200.1,75.12,86.63
2011-08-05,1651.8,1199.4,74.6,86.88
2011-08-08,1713.2,1119.5,74.79,81.31
2011-08-09,1743.0,1172.5,74.61,79.3
2011-08-10,1784.3,1120.8,74.64,82.89
2011-08-11,1751.5,1172.6,74.68,85.72
2011-08-12,1742.6,1178.8,74.61,85.38
2011-08-15,1758.0,1204.5,73.84,87.88
2011-08-16,1785.0,1192.8,74.01,86.65
2011-08-17,1793.8,1193.9,73.67,87.58
2011-08-18,1822.0,1140.7,74.24,82.38
2011-08-19,1852.2,1123.5,74.01,82.26
2011-08-22,1891.9,1123.8,74.07,84.12
2011-08-23,1861.3,1162.3,73.89,85.44
2011-08-24,1757.3,1177.6,74.01,85.16
2011-08-25,1763.2,1159.3,74.28,85.3
2011-08-26,1797.3,1176.8,73.81,85.37
2011-08-29,1791.6,1210.1,73.72,87.27
2011-08-30,1829.8,1212.9,73.95,88.9
2011-08-31,1831.7,1218.9,74.12,88.81
2011-09-01,1829.1,1204.4,74.48,88.93
2011-09-02,1876.9,1174.0,74.76,86.45
2011-09-05,1873.3,1193.0400000000002,75.11,86.55199999999999
2011-09-06,1506.7400000000002,1165.2,75.95,86.02
2011-09-07,1817.6,1198.6,75.47,89.34
2011-09-08,1857.5,1185.9,76.25,89.05
2011-09-09,1859.5,1154.2,77.19,87.24
2011-09-12,1813.3,1162.3,77.58,88.19
2011-09-13,1830.1,1172.9,76.92,90.21
2011-09-14,1826.5,1188.7,76.83,88.91
2011-09-15,1781.4,1209.1,76.24,89.4
2011-09-16,1814.7,1216.0,76.6,87.96
2011-09-19,1778.9,1204.1,77.15,85.7
2011-09-20,1809.1,1202.1,77.02,86.89
2011-09-21,1808.1,1166.8,77.34,85.92
2011-09-22,1741.7,1129.6,78.45,80.51
2011-09-23,1639.8,1136.4,78.5,79.85
2011-09-26,1594.8,1163.0,78.36,80.24
2011-09-27,1652.5,1175.4,77.51,84.45
2011-09-28,1618.1,1151.1,77.85,81.21
2011-09-29,1617.3,1160.4,78.03,82.14
2011-09-30,1622.3,1131.4,78.55,79.2
2011-10-03,1657.7,1099.2,79.43,77.61
2011-10-04,1616.0,1124.0,79.6,75.67
2011-10-05,1641.6,1144.0,78.92,79.68
2011-10-06,1653.2,1165.0,78.63,82.59
2011-10-07,1635.8,1155.5,78.73,82.98
2011-10-10,1670.8,1194.9,77.49,85.41
2011-10-11,1661.0,1195.5,77.58,85.81
2011-10-12,1682.6,1207.2,76.99,85.57
2011-10-13,1668.5,1203.7,77.0,84.23
2011-10-14,1683.0,1224.6,76.62,86.8
2011-10-17,1676.6,1200.9,77.15,86.38
2011-10-18,1652.8,1225.4,77.14,88.34
2011-10-19,1647.0,1209.9,77.11,86.11
2011-10-20,1612.9,1215.4,76.97,85.3
2011-10-21,1636.1,1238.2,76.39,87.4
2011-10-24,1652.3,1254.2,76.03,91.27
2011-10-25,1700.4,1229.0,76.12,93.17
2011-10-26,1723.5,1242.0,76.25,90.2
2011-10-27,1747.7,1284.6,74.88,93.96
2011-10-28,1747.2,1285.1,75.07,93.32
2011-10-31,1725.2,1253.3,76.17,93.19
2011-11-01,1711.8,1218.3,77.26,92.19
2011-11-02,1729.6,1237.9,77.02,92.51
2011-11-03,1765.1,1261.2,76.67,94.07
2011-11-04,1756.1,1253.2,76.96,94.26
2011-11-07,1791.1,1261.1,76.96,95.52
2011-11-08,1799.2,1275.9,76.59,96.8
2011-11-09,1791.6,1229.1,77.93,95.74
2011-11-10,1759.6,1239.7,77.74,97.78
2011-11-11,1788.1,1263.8,76.94,98.99
2011-11-14,1778.4,1251.8,77.57,98.14
2011-11-15,1782.2,1257.8,77.87,99.37
2011-11-16,1774.3,1236.9,78.02,102.59
2011-11-17,1720.2,1216.1,78.28,98.82
2011-11-18,1725.1,1215.7,78.06,97.41
2011-11-21,1678.6,1193.0,78.3,96.92
2011-11-22,1702.4,1188.0,78.27,98.01
2011-11-23,1695.9,1161.8,79.14,96.17
2011-11-24,1685.7,1265.4599999999998,79.14,95.606
2011-11-25,1427.12,1158.7,79.69,96.77
2011-11-28,1710.8,1192.5,79.26,98.21
2011-11-29,1718.9,1195.2,79.01,99.79
2011-11-30,1750.3,1247.0,78.38,100.36
2011-12-01,1739.8,1244.6,78.33,100.2
2011-12-02,1751.3,1244.3,78.62,100.96
2011-12-05,1734.5,1257.1,78.57,100.99
2011-12-06,1731.8,1258.5,78.5,101.28
2011-12-07,1744.8,1261.0,78.48,100.49
2011-12-08,1713.4,1234.3,78.83,98.34
2011-12-09,1716.8,1255.2,78.63,99.41
2011-12-12,1668.2,1236.5,79.53,97.77
2011-12-13,1663.1,1225.7,80.24,100.14
2011-12-14,1586.9,1211.8,80.59,94.95
2011-12-15,1577.2,1215.8,80.32,93.87
2011-12-16,1597.9,1219.7,80.26,93.53
2011-12-19,1596.7,1205.3,80.25,93.88
2011-12-20,1617.6,1241.3,79.88,97.22
2011-12-21,1613.6,1243.7,80.02,98.67
2011-12-22,1610.6,1254.0,79.96,99.53
2011-12-23,1606.0,1265.3,79.93,99.68
2011-12-26,1602.56,1479.02,79.93,95.04400000000001
2011-12-27,1595.5,1265.4,79.8,101.34
2011-12-28,1564.1,1249.6,80.5,99.36
2011-12-29,1540.9,1263.0,80.49,99.65
2011-12-30,1566.8,1257.6,80.18,98.83
2012-01-02,1294.2800000000002,1445.52,80.18,90.22399999999999
2012-01-03,1600.5,1277.1,79.61,102.96
2012-01-04,1612.7,1277.3,80.13,103.22
2012-01-05,1620.1,1281.1,80.94,101.81
2012-01-06,1616.8,1277.8,81.25,101.56
2012-01-09,1608.1,1280.7,81.05,101.31
2012-01-10,1631.5,1292.1,80.81,102.24
2012-01-11,1639.6,1292.5,81.35,100.87
2012-01-12,1647.7,1295.5,80.77,99.1
2012-01-13,1630.8,1289.1,81.52,98.7
2012-01-16,1655.6,1387.4,81.52,95.364
2012-01-17,1663.3200000000002,1293.7,81.18,100.71
2012-01-18,1659.9,1308.0,80.61,100.59
2012-01-19,1654.5,1314.5,80.22,100.39
2012-01-20,1664.0,1315.4,80.22,98.46
2012-01-23,1678.3,1316.0,79.78,99.58
2012-01-24,1664.5,1314.7,79.87,98.95
2012-01-25,1700.1,1326.0,79.58,99.4
2012-01-26,1726.7,1318.4,79.39,99.7
2012-01-27,1732.2,1316.3,78.9,99.56
2012-01-30,1734.4,1313.0,79.17,98.78
2012-01-31,1740.4,1312.4,79.29,98.48
2012-02-01,1749.5,1324.1,78.92,97.61
2012-02-02,1759.3,1325.5,78.99,96.36
2012-02-03,1740.3,1344.9,78.92,97.84
2012-02-06,1724.9,1344.3,79.07,96.91
2012-02-07,1748.4,1347.0,78.58,98.41
2012-02-08,1731.3,1350.0,78.64,98.71
2012-02-09,1741.2,1352.0,78.57,99.84
2012-02-10,1725.3,1342.6,79.11,98.67
2012-02-13,1724.9,1351.8,78.95,100.91
2012-02-14,1717.7,1350.5,79.58,100.74
2012-02-15,1728.1,1343.2,79.67,101.8
2012-02-16,1728.4,1358.0,79.35,102.31
2012-02-17,1725.9,1361.2,79.33,103.24
2012-02-20,1758.5,1280.6799999999998,79.33,93.44800000000001
2012-02-21,1425.62,1362.2,79.04,105.84
2012-02-22,1771.3,1357.7,79.21,106.28
2012-02-23,1786.3,1363.5,78.82,107.83
2012-02-24,1776.4,1365.7,78.35,109.77
2012-02-27,1774.9,1367.6,78.57,108.56
2012-02-28,1788.4,1372.2,78.27,106.55
2012-02-29,1711.3,1365.7,78.74,107.07
2012-03-01,1722.2,1374.1,78.79,108.84
2012-03-02,1709.8,1369.6,79.4,106.7
2012-03-05,1703.9,1364.3,79.3,106.72
2012-03-06,1672.1,1343.4,79.87,104.7
2012-03-07,1683.9,1352.6,79.71,106.16
2012-03-08,1698.7,1365.9,79.14,106.58
2012-03-09,1711.5,1370.9,80.04,107.4
2012-03-12,1699.8,1371.1,79.89,106.34
2012-03-13,1694.2,1396.0,80.19,106.71
2012-03-14,1642.9,1394.3,80.56,105.43
2012-03-15,1659.5,1402.6,80.15,105.11
2012-03-16,1655.8,1404.2,79.79,107.06
2012-03-19,1667.3,1409.8,79.79,108.09
2012-03-20,1647.0,1405.5,79.59,105.61
2012-03-21,1650.3,1402.9,79.66,107.27
2012-03-22,1642.5,1392.8,79.74,105.35
2012-03-23,1662.4,1397.1,79.34,106.87
2012-03-26,1685.6,1416.5,78.98,107.03
2012-03-27,1684.9,1412.5,79.05,107.33
2012-03-28,1657.9,1405.5,79.13,105.41
2012-03-29,1654.9,1403.3,79.19,102.78
2012-03-30,1671.9,1408.5,79.0,103.02
2012-04-02,1679.7,1419.0,78.82,105.23
2012-04-03,1672.0,1413.4,79.48,104.01
2012-04-04,1614.1,1399.0,79.78,101.47
2012-04-05,1630.1,1398.1,80.08,103.31
2012-04-06,1606.2999999999997,1463.1,79.89,99.522
2012-04-09,1643.9,1382.2,79.73,102.46
2012-04-10,1660.7,1358.6,79.89,101.02
2012-04-11,1660.3,1368.7,79.8,102.7
2012-04-12,1680.6,1387.6,79.28,103.64
2012-04-13,1660.2,1370.3,79.89,102.83
2012-04-16,1649.7,1369.6,79.56,102.93
2012-04-17,1651.1,1390.8,79.48,104.2
2012-04-18,1639.6,1385.1,79.54,102.67
2012-04-19,1641.4,1376.9,79.56,102.27
2012-04-20,1642.8,1378.5,79.19,103.05
2012-04-23,1632.6,1366.9,79.42,103.11
2012-04-24,1643.8,1372.0,79.22,103.55
2012-04-25,1642.3,1390.7,79.01,104.12
2012-04-26,1660.5,1400.0,78.92,104.55
2012-04-27,1664.8,1403.4,78.71,104.93
2012-04-30,1664.2,1397.9,78.78,104.87
2012-05-01,1662.4,1405.8,78.86,106.16
2012-05-02,1654.0,1402.3,79.13,105.22
2012-05-03,1634.8,1391.6,79.22,102.54
2012-05-04,1645.2,1369.1,79.5,98.49
2012-05-07,1639.1,1369.6,79.6,97.94
2012-05-08,1604.5,1363.7,79.74,97.01
2012-05-09,1594.2,1354.6,80.08,96.81
2012-05-10,1595.5,1358.0,80.11,97.08
2012-05-11,1584.0,1353.4,80.26,96.13
2012-05-14,1561.0,1338.3,80.61,94.78
2012-05-15,1557.1,1330.7,81.22,93.98
2012-05-16,1536.6,1324.8,81.37,92.81
2012-05-17,1574.9,1304.9,81.38,92.56
2012-05-18,1591.9,1295.2,81.29,91.48
2012-05-21,1588.7,1316.0,81.08,92.57
2012-05-22,1576.6,1316.6,81.49,91.66
2012-05-23,1548.4,1318.9,82.09,89.9
2012-05-24,1557.5,1320.7,82.35,90.66
2012-05-25,1568.9,1317.8,82.4,90.86
2012-05-28,1548.7,1350.1,82.4,90.10200000000002
2012-05-29,1553.8,1332.4,82.48,90.76
2012-05-30,1565.7,1313.3,83.02,87.82
2012-05-31,1564.2,1310.3,83.04,86.53
2012-06-01,1622.1,1278.0,82.89,83.23
2012-06-04,1613.9,1278.2,82.56,83.98
2012-06-05,1616.9,1285.5,82.83,84.29
2012-06-06,1634.2,1315.1,82.32,85.02
2012-06-07,1588.0,1315.0,82.05,84.82
2012-06-08,1591.4,1325.7,82.51,84.1
2012-06-11,1596.8,1308.9,82.52,82.7
2012-06-12,1613.8,1324.2,82.42,83.32
2012-06-13,1619.4,1314.9,82.06,82.62
2012-06-14,1619.6,1329.1,81.99,83.91
2012-06-15,1628.1,1342.8,81.63,84.03
2012-06-18,1627.0,1344.8,81.95,83.27
2012-06-19,1623.2,1358.0,81.38,84.03
2012-06-20,1615.8,1355.7,81.58,81.8
2012-06-21,1565.5,1325.5,82.29,78.2
2012-06-22,1566.9,1335.0,82.26,79.76
2012-06-25,1588.4,1313.7,82.5,79.21
2012-06-26,1574.9,1320.0,82.37,79.36
2012-06-27,1578.4,1331.8,82.62,80.21
2012-06-28,1550.4,1329.0,82.81,77.69
2012-06-29,1604.2,1362.2,81.63,84.96
2012-07-02,1597.7,1365.5,81.87,83.75
2012-07-03,1621.8,1374.0,81.78,87.66
2012-07-04,1609.4,1382.4199999999998,81.78,98.188
2012-07-05,1532.74,1367.6,82.81,87.22
2012-07-06,1578.9,1354.7,83.38,84.45
2012-07-09,1589.1,1352.5,83.16,85.99
2012-07-10,1579.8,1341.5,83.4,83.91
2012-07-11,1575.7,1341.5,83.57,85.81
2012-07-12,1565.3,1334.8,83.66,86.08
